idcar_200m,idcar_1km,idcar_nat,i_est_200,i_est_1km,lcog_geo,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc
CRS3035RES200mN2529600E3915800,CRS3035RES1000mN2529000E3915000,CRS3035RES1000mN2529000E3915000,0,0,69385,136,69,2,27,1,52,5,5653179,7430,36,33,28,3,2,36,0,0,1,1,2,10,11,12,23,26,36,14,0
CRS3035RES200mN2529600E3916000,CRS3035RES1000mN2529000E3916000,CRS3035RES1000mN2529000E3916000,0,0,69385,229,134,8,76,3,99,6,7243563.3,9968,127,7,5,0,118,11,0,0,2,5,8,11,11,20,50,28,55,39,0
CRS3035RES200mN2529600E3916200,CRS3035RES1000mN2529000E3916000,CRS3035RES1000mN2529000E3916000,0,0,69385,344,162,8,63,6,123,16,10319966.3,13685,157,5,4,1,99,58,0,11,7,4,12,29,39,36,73,44,72,28,0
CRS3035RES200mN2529600E3916400,CRS3035RES1000mN2529000E3916000,CRS3035RES1000mN2529000E3916000,0,0,69385,406,187,11,78,9,115,33,10995537.9,14172,175,12,8,78,60,41,0,0,10.5,7,25,47,34.5,61,98,51,32,33,7
CRS3035RES200mN2529600E3916600,CRS3035RES1000mN2529000E3916000,CRS3035RES1000mN2529000E3916000,0,0,69385,216.5,104,10,41,6,79,12,5150538.9,7481,101,3,2,91,0,11,0,0,12,2,10.5,16,15,40,47,23,36,15,0
CRS3035RES200mN2529600E3916800,CRS3035RES1000mN2529000E3916000,CRS3035RES1000mN2529000E3916000,0,0,69385,378.5,231,33,142,5,115,9,10035546.7,15368,223,8,5,60,81,85,0,66,12,4,14.5,23,10,55,66,42,91,61,0
CRS3035RES200mN2529600E3917000,CRS3035RES1000mN2529000E3917000,CRS3035RES1000mN2529000E3917000,0,0,69385,197,92,12,31,4,62,15,5258124.5,6156,90,2,1,91,0,0,0,0,10,8,14,12,16,52,33,21,19,12,0
CRS3035RES200mN2529600E3917200,CRS3035RES1000mN2529000E3917000,CRS3035RES1000mN2529000E3917000,1,0,69385,40.5,18.7,1.8,4.5,0,14.2,1.8,1737007.2,2157.6,17.8,0.9,2.7,0,0,16,0,0,1.8,0,0,4.5,3.1,5.3,8.9,0.9,9.8,6.2,0
CRS3035RES200mN2529600E3917400,CRS3035RES1000mN2529000E3917000,CRS3035RES1000mN2529000E3917000,0,0,69385,265.5,135,21,72,10,65,12,8304116.1,9679,129,6,19,35,0,81,0,24,7,5,15,16,30.5,85,51,26,23,0,7
CRS3035RES200mN2529600E3917600,CRS3035RES1000mN2529000E3917000,CRS3035RES1000mN2529000E3917000,0,0,69385,124,50,5,15,4,31,7,4142414.8,4830,43,7,9,0,0,41,0,8,5,1,10,14,14,24,28,13,11,4,0
CRS3035RES200mN2529600E3917800,CRS3035RES1000mN2529000E3917000,CRS3035RES1000mN2529000E3917000,0,0,69385,171,95,10,50,3,49,6,5439531.4,6515,92,3,59,0,0,36,0,0,2,3,7,11,10,52,37,27,17,5,0
CRS3035RES200mN2529600E3918000,CRS3035RES1000mN2529000E3918000,CRS3035RES1000mN2529000E3918000,0,0,"69385,69382",211.5,100,6,41,6,51,12,6349123.1,9079,100,0,54,14,32,0,0,17,7,5,13.5,12,22,37,40,29,35,11,0
CRS3035RES200mN2529600E3918200,CRS3035RES1000mN2529000E3918000,CRS3035RES1000mN2529000E3918000,0,0,69382,753.5,356,38,153,25,129,29,27632558.9,35682,355,1,326,13,17,0,0,26,32.5,5,32.5,60.5,82.5,166,147.5,88,104,35,0
CRS3035RES200mN2529600E3918400,CRS3035RES1000mN2529000E3918000,CRS3035RES1000mN2529000E3918000,0,0,69382,961,475,53,230,34,186,41,32287857.7,43538,473,2,451,6,0,18,0,42,35,17,47.5,83,114.5,248,158,95,104,59,0
CRS3035RES200mN2529600E3918600,CRS3035RES1000mN2529000E3918000,CRS3035RES1000mN2529000E3918000,0,0,69382,657,333,39,161,22,132,30,23985270.7,32238,330,3,304,29,0,0,0,0,22,8,35.5,56.5,65,149,134,54,75,58,0
CRS3035RES200mN2529600E3918800,CRS3035RES1000mN2529000E3918000,CRS3035RES1000mN2529000E3918000,0,0,69382,131,65,5,30,2,27,3,4816875.2,6679,65,0,62,1,0,2,0,0,2,0,6,12,11,26,22,18,20,14,0
CRS3035RES200mN2529600E3919200,CRS3035RES1000mN2529000E3919000,CRS3035RES200mN2529600E3919200,0,0,69387,490.5,303,52,188,8,57,22,13593712.7,18199,303,0,244,0,13,46,0,13,23.5,5,14,21.5,55.5,211,79,30,38,13,0
CRS3035RES200mN2529600E3919400,CRS3035RES1000mN2529000E3919000,CRS3035RES200mN2529600E3919400,0,0,"69387,69383",1004.5,629,135,399,11,190,28,26089493.3,36058,629,0,559,1,39,30,0,19,40.5,14,33.5,40,110.5,443,171,51,77,24,0
CRS3035RES200mN2529600E3919600,CRS3035RES1000mN2529000E3919000,CRS3035RES200mN2529600E3919600,0,0,"69383,69387",1079,630,112,359,17,215,48,29370241.5,42747,625,5,378,58,104,90,0,99,43,17.5,38,56,80.5,397,207,92,103,45,0
CRS3035RES200mN2529600E3919800,CRS3035RES1000mN2529000E3919000,CRS3035RES200mN2529600E3919800,0,0,"69383,69387",1016,568,58,301,16,241,27,33091018.4,40703,565,3,251,204,2,111,0,28,59.5,19.5,37.5,44.5,74,364,180,87,100,50,0
CRS3035RES200mN2529600E3920000,CRS3035RES1000mN2529000E3920000,CRS3035RES1000mN2529000E3920000,0,0,69383,575.5,298,44,148,12,112,25,15530449.5,20587,297,1,57,0,56,185,0,96,25.5,15.5,39,21.5,37,181,102,66,66,22,0
CRS3035RES200mN2529600E3920200,CRS3035RES1000mN2529000E3920000,CRS3035RES1000mN2529000E3920000,0,0,69383,1054.5,612,120,379,24,123,67,24840710.8,34511,612,0,172,43,94,303,0,112,46,27.5,47,76.5,104.5,269,223,123,90,48,0
CRS3035RES200mN2529600E3920400,CRS3035RES1000mN2529000E3920000,CRS3035RES1000mN2529000E3920000,0,0,69383,993,547,75,309,22,179,44,27953690.7,33709,546,1,176,62,0,309,0,14,43,13.5,57,80,91.5,322,197,91,77,21,0
CRS3035RES200mN2529600E3920600,CRS3035RES1000mN2529000E3920000,CRS3035RES1000mN2529000E3920000,0,0,69383,1155,639,89,357,26,188,58,30628991.6,38583,639,0,148,54,65,372,0,138,52.5,14.5,52.5,58,109.5,370,217,108,108,58,7
CRS3035RES200mN2529600E3920800,CRS3035RES1000mN2529000E3920000,CRS3035RES1000mN2529000E3920000,1,0,69383,25,16.3,3.8,12.5,0,1,1,660085.6,859.6,16.3,0,13.4,0,0,2.9,0,0,0,0,2.9,0,5.8,7.7,4.8,2.9,0,0.9,0
CRS3035RES200mN2529600E3921000,CRS3035RES1000mN2529000E3921000,CRS3035RES200mN2529600E3921000,0,0,69383,388.5,193,14,100,14,27,23,9530238.3,11754,193,0,0,0,0,193,0,122,21.5,13,36.5,32.5,32,111,101,20,17,4,0
CRS3035RES200mN2529600E3921200,CRS3035RES1000mN2529000E3921000,CRS3035RES200mN2529600E3921200,0,0,69383,1122.5,573,76,275,26,257,41,32117320.2,39354,567,6,63,318,43,147,2,76,37,26.5,80,68.5,106.5,312,215,108,123,46,0
CRS3035RES200mN2529600E3921400,CRS3035RES1000mN2529000E3921000,CRS3035RES200mN2529600E3921400,0,0,69383,865,508,88,298,10,177,40,23172765.3,28300,495,13,207,0,61,239,1,39,33.5,19,37,50,87.5,323,170,65,61,19,0
CRS3035RES200mN2529600E3921600,CRS3035RES1000mN2529000E3921000,CRS3035RES200mN2529600E3921600,0,0,69383,823.5,406,53,181,17,183,50,22313113.7,27957,396,10,15,39,110,242,0,62,39.5,15.5,56.5,72.5,66.5,229,172,81,65,26,0
CRS3035RES200mN2529600E3921800,CRS3035RES1000mN2529000E3921000,CRS3035RES200mN2529600E3921800,0,0,69383,940.5,513,80,283,20,164,43,25614406.6,30075,506,7,112,49,34,318,0,52,53,25,64,63.5,69,331,166,78,70,21,0
CRS3035RES200mN2529600E3922000,CRS3035RES1000mN2529000E3922000,CRS3035RES200mN2529600E3922000,0,0,"69383,69266",422,239,36,124,4,107,20,10857124.5,14574,229,10,126,31,67,15,0,11,14,7,10,23,48,133,87,39,35,26,0
CRS3035RES200mN2529800E3914000,CRS3035RES1000mN2529000E3914000,CRS3035RES1000mN2529000E3914000,0,0,"69244,69385",312.5,142,4,57,10,76,17,8409015.3,12330,124,18,2,11,86,43,0,30,14,8,23,26.5,18,63,68,31,40,21,0
CRS3035RES200mN2529800E3914200,CRS3035RES1000mN2529000E3914000,CRS3035RES1000mN2529000E3914000,0,0,"69385,69244",357.5,209,44,124,2,89,20,8516938.7,10466,209,0,0,132,49,28,0,64,22,2,18,13.5,35,97,69,38,48,15,0
CRS3035RES200mN2529800E3914400,CRS3035RES1000mN2529000E3914000,CRS3035RES1000mN2529000E3914000,0,0,"69385,69244",1016.5,518,43,229,25,305,56,25804588,40921,518,0,0,0,276,242,0,13,37.5,23.5,63,63.5,65,220,186,118,190,50,0
CRS3035RES200mN2529800E3914600,CRS3035RES1000mN2529000E3914000,CRS3035RES1000mN2529000E3914000,0,0,"69385,69244",530.5,268,20,123,8,178,24,13963872,21682,268,0,0,0,268,0,0,2,20,9,28.5,37,37,93,120,61,78,47,0
CRS3035RES200mN2529800E3914800,CRS3035RES1000mN2529000E3914000,CRS3035RES1000mN2529000E3914000,0,0,"69385,69244",168.5,86,8,37,3,34,15,5211560.6,6143,86,0,0,0,0,86,0,16,11,4,12,10.5,10,49,37,17,14,4,0
CRS3035RES200mN2529800E3915000,CRS3035RES1000mN2529000E3915000,CRS3035RES1000mN2529000E3915000,0,0,69385,238.5,111,4,42,5,71,10,7948055.1,9701,107,4,0,0,45,66,0,8,14,3,11,15.5,23,50,45,36,31,10,0
CRS3035RES200mN2529800E3915200,CRS3035RES1000mN2529000E3915000,CRS3035RES1000mN2529000E3915000,0,0,69385,361,195,9,88,5,140,19,12610394,16239,183,12,15,25,125,30,0,0,4,5,10.5,20.5,25,66,76,60,74,20,0
CRS3035RES200mN2529800E3915400,CRS3035RES1000mN2529000E3915000,CRS3035RES1000mN2529000E3915000,0,0,69385,503.5,259,17,117,8,198,11,18690975.6,26474,256,3,2,57,62,128,10,0,14,8,11.5,34.5,37.5,52,100,70,122,54,0
CRS3035RES200mN2529800E3915600,CRS3035RES1000mN2529000E3915000,CRS3035RES1000mN2529000E3915000,0,0,69385,300.5,146,2,53,5,116,13,10645754.2,13652,134,12,4,1,62,79,0,0,8,8,15,14,24.5,22,54,51,65,39,0
CRS3035RES200mN2529800E3915800,CRS3035RES1000mN2529000E3915000,CRS3035RES1000mN2529000E3915000,0,0,69385,270.5,138,11,63,10,96,12,10263899.6,14550,123,15,13,3,34,88,0,0,7,2,14,26.5,16,31,46,32,61,35,0
CRS3035RES200mN2529800E3916000,CRS3035RES1000mN2529000E3916000,CRS3035RES1000mN2529000E3916000,0,0,69385,421.5,214,11,92,7,158,18,13939645.3,19851,202,12,12,45,141,16,0,0,14,7,12.5,40,22,37,69,48,95,77,0
CRS3035RES200mN2529800E3916200,CRS3035RES1000mN2529000E3916000,CRS3035RES1000mN2529000E3916000,0,0,69385,356,169,18,67,10,102,21,9935079.8,12878,152,17,6,101,45,17,0,23,14,6.5,19,31.5,30,50,81,40,55,29,0
CRS3035RES200mN2529800E3916400,CRS3035RES1000mN2529000E3916000,CRS3035RES1000mN2529000E3916000,0,0,69385,476.5,245,15,118,9,162,20,15498796.1,19192,226,19,11,93,89,52,0,0,17,10,33.5,34.5,25.5,98,92,61,72,33,0
CRS3035RES200mN2529800E3916600,CRS3035RES1000mN2529000E3916000,CRS3035RES1000mN2529000E3916000,0,0,69385,362.5,200,30,116,9,101,15,10005119.1,12687,197,3,9,52,111,28,0,44,10,5.5,19.5,28.5,23,65,70,49,48,44,0
CRS3035RES200mN2529800E3916800,CRS3035RES1000mN2529000E3916000,CRS3035RES1000mN2529000E3916000,0,0,69385,83.5,40,4,18,1,26,4,2588243.1,3327,39,1,4,36,0,0,0,0,4,2,5,5.5,8,18,13,8,20,0,0
CRS3035RES200mN2529800E3917000,CRS3035RES1000mN2529000E3917000,CRS3035RES1000mN2529000E3917000,0,0,69385,93.5,38,1,11,5,17,6,3445759.6,3509,31,7,10,1,0,27,0,8,4,0,5,8.5,12,16,29,12,6,1,0
CRS3035RES200mN2529800E3917200,CRS3035RES1000mN2529000E3917000,CRS3035RES1000mN2529000E3917000,0,0,69385,200.5,100,23,51,7,47,6,5351137.9,6782,82,18,90,1,5,4,0,3,5,5,9,20,17.5,37,35,26,30,16,0
CRS3035RES200mN2529800E3917400,CRS3035RES1000mN2529000E3917000,CRS3035RES1000mN2529000E3917000,0,0,69385,341,184,22,96,10,98,17,10318222.2,13433,173,11,117,0,65,2,0,1,6,3,17,33.5,35.5,55,82,35,43,31,0
CRS3035RES200mN2529800E3917600,CRS3035RES1000mN2529000E3917000,CRS3035RES1000mN2529000E3917000,0,0,69385,443.5,206,16,83,12,147,17,15660222.7,16369,198,8,53,0,151,2,0,1,23,11.5,32,46,16,72,98,54,66,25,0
CRS3035RES200mN2529800E3917800,CRS3035RES1000mN2529000E3917000,CRS3035RES1000mN2529000E3917000,0,0,69385,72,29,3,8,5,7,4,2297038.9,2812,28,1,28,1,0,0,0,0,0,0,6.5,10.5,10,9,21,12,3,0,0
CRS3035RES200mN2529800E3918000,CRS3035RES1000mN2529000E3918000,CRS3035RES1000mN2529000E3918000,0,0,"69385,69382",262,154,24,90,4,55,14,8471380.4,11267,152,2,93,13,0,48,0,6,13,3,10,16,23,73,50,34,29,11,0
CRS3035RES200mN2529800E3918200,CRS3035RES1000mN2529000E3918000,CRS3035RES1000mN2529000E3918000,0,0,"69382,69385",601,271,19,108,25,135,16,24307162.5,31952,271,0,270,0,0,1,0,6,28,6.5,25,56.5,71,107,106,67,93,41,0
CRS3035RES200mN2529800E3918400,CRS3035RES1000mN2529000E3918000,CRS3035RES1000mN2529000E3918000,0,0,69382,497,261,41,137,14,104,20,17236517.9,22609,258,3,170,12,0,79,0,22,17.5,7,26,37.5,58,136,77,39,74,25,0
CRS3035RES200mN2529800E3918600,CRS3035RES1000mN2529000E3918000,CRS3035RES1000mN2529000E3918000,0,0,69382,790,381,40,176,32,157,27,29359764.1,38332,381,0,358,18,0,5,0,22,14,17,44,72.5,73.5,141,174,80,118,56,0
CRS3035RES200mN2529800E3918800,CRS3035RES1000mN2529000E3918000,CRS3035RES1000mN2529000E3918000,0,0,69382,170.5,85,11,39,4,40,5,6157414,9375,85,0,85,0,0,0,0,0,6,3,7.5,9,28,39,27,21,22,8,0
CRS3035RES200mN2529800E3919000,CRS3035RES1000mN2529000E3919000,CRS3035RES200mN2529800E3919000,0,0,"69382,69387",93,52,8,26,0,20,4,3059289.4,5656,51,1,52,0,0,0,0,0,2,0,0.5,2.5,14,25,18,11,11,9,0
CRS3035RES200mN2529800E3919400,CRS3035RES1000mN2529000E3919000,CRS3035RES200mN2529800E3919400,0,0,"69383,69387",698,433,75,268,9,87,24,20170614.2,27759,433,0,387,0,0,40,6,9,26,7,16,30.5,102.5,278,121,43,56,18,0
CRS3035RES200mN2529800E3919600,CRS3035RES1000mN2529000E3919000,CRS3035RES200mN2529800E3919600,0,0,69383,948.5,531,217,307,27,79,50,18555674.3,28013,531,0,371,0,77,82,1,160,37.5,16,42.5,65.5,97,270,149,85,124,62,0
CRS3035RES200mN2529800E3919800,CRS3035RES1000mN2529000E3919000,CRS3035RES200mN2529800E3919800,0,0,69383,998,567,87,324,21,191,42,28694603.6,35674,567,0,404,17,29,114,3,35,64,22,35.5,45,84.5,372,181,75,85,34,0
CRS3035RES200mN2529800E3920000,CRS3035RES1000mN2529000E3920000,CRS3035RES1000mN2529000E3920000,0,0,69383,1528.5,836,175,460,35,243,70,38402515.7,48778,834,2,403,54,150,221,8,180,76,29.5,77,101,95,534,293,137,145,41,0
CRS3035RES200mN2529800E3920200,CRS3035RES1000mN2529000E3920000,CRS3035RES1000mN2529000E3920000,0,0,69383,599,344,52,181,6,130,17,16911510.1,21334,344,0,142,49,61,88,4,19,36,10.5,15.5,22,50,241,82,52,71,19,0
CRS3035RES200mN2529800E3920400,CRS3035RES1000mN2529000E3920000,CRS3035RES1000mN2529000E3920000,0,0,69383,329.5,218,29,149,1,68,10,9484882.5,12003,218,0,36,23,29,130,0,0,12.5,5,13,13,31,131,60,26,28,10,0
CRS3035RES200mN2529800E3920600,CRS3035RES1000mN2529000E3920000,CRS3035RES1000mN2529000E3920000,0,0,69383,1424.5,752,141,387,34,158,88,34569292.7,45682,752,0,140,225,139,248,0,362,89,35,79,95.5,107,411,252,126,169,61,0
CRS3035RES200mN2529800E3921000,CRS3035RES1000mN2529000E3921000,CRS3035RES200mN2529800E3921000,0,0,69383,322,207,36,142,4,77,6,8785499.7,11751,207,0,77,17,1,112,0,0,14.5,0,13.5,20,43,122,51,21,25,12,0
CRS3035RES200mN2529800E3921200,CRS3035RES1000mN2529000E3921000,CRS3035RES200mN2529800E3921200,0,0,69383,718,385,36,188,7,193,25,23737001,28624,382,3,106,40,32,207,0,22,21,10.5,27.5,51,57,190,150,75,98,38,0
CRS3035RES200mN2529800E3921400,CRS3035RES1000mN2529000E3921000,CRS3035RES200mN2529800E3921400,0,0,69383,1108.5,582,66,298,18,255,31,33615628.7,37951,576,6,60,28,26,466,2,4,62.5,23,54,67,93,421,195,89,81,23,0
CRS3035RES200mN2529800E3921600,CRS3035RES1000mN2529000E3921000,CRS3035RES200mN2529800E3921600,0,0,69383,674.5,305,41,136,32,144,22,17748143,21505,301,4,22,47,124,112,0,67,33,19,47,62.5,55,166,126,67,75,24,0
CRS3035RES200mN2529800E3921800,CRS3035RES1000mN2529000E3921000,CRS3035RES200mN2529800E3921800,0,0,"69383,69266",1283.5,647,113,300,27,214,81,34314869.7,41721,641,6,166,11,0,470,0,228,61,27.5,71,100,105,328,293,162,120,16,0
CRS3035RES200mN2529800E3922000,CRS3035RES1000mN2529000E3922000,CRS3035RES200mN2529800E3922000,0,0,"69383,69266",1090,492,80,200,35,205,63,26679274.5,35627,486,6,26,70,71,324,1,130,49,24.5,83.5,93.5,96,273.5,204,120,103,43,0
CRS3035RES200mN2529800E3922200,CRS3035RES1000mN2529000E3922000,CRS3035RES200mN2529800E3922200,0,0,"69266,69383",1042.5,465,82,180,35,164,57,25246326.7,29553,464,1,24,114,14,313,0,118,70.5,33,79.5,97.5,73,324,227,69,47,22,0
CRS3035RES200mN2530000E3914400,CRS3035RES1000mN2530000E3914000,CRS3035RES200mN2530000E3914400,0,0,"69244,69385",290.5,149,14,68,3,62,18,8044934,10222,136,13,4,7,25,113,0,13,16,8,10.5,21.5,18.5,77,58,33,33,15,0
CRS3035RES200mN2530000E3914600,CRS3035RES1000mN2530000E3914000,CRS3035RES200mN2530000E3914600,0,0,"69244,69385",820,432,39,206,17,232,41,21246499.3,29406,430,2,1,0,146,285,0,0,43,23,39.5,47.5,41,224,149,84,126,43,0
CRS3035RES200mN2530000E3914800,CRS3035RES1000mN2530000E3914000,CRS3035RES200mN2530000E3914800,0,0,"69385,69244",586.5,263,67,110,18,3,50,9866968.7,15023,261,2,1,262,0,0,0,259,50,26,48,44.5,44,132,94,64,55,28,1
CRS3035RES200mN2530000E3915000,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,1,0,69385,61,24.1,5,5,2.8,5.7,7.8,1471390.9,2323.7,17,7.1,6.4,17.7,0,0,0,14.9,0.7,1.4,5,9.2,4.3,12.1,7.1,11.3,6.4,3.5,0
CRS3035RES200mN2530000E3915200,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,69385,274.5,133,25,56,6,35,27,5475215.4,8293,133,0,0,81,52,0,0,81,16,6,23,24.5,12,49,50,36,42,16,0
CRS3035RES200mN2530000E3915400,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,69385,215,81,33,23,10,5,22,3570229.9,5849,80,1,21,0,0,60,0,70,11,4,19,36,18,23,48,29,23,4,0
CRS3035RES200mN2530000E3915600,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,69385,262,151,8,80,2,95,12,8190591.8,13347,142,9,17,115,0,19,0,0,11,3.5,3,12,18.5,48,41,43,37,45,0
CRS3035RES200mN2530000E3915800,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,69385,206,119,11,63,2,54,11,6306941.5,8780,108,11,31,9,11,68,0,0,7,4,9,7,17,48,43,23,28,20,0
CRS3035RES200mN2530000E3916000,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,69385,355,207,14,115,5,123,17,12438460.5,16172,202,5,9,27,76,95,0,0,15.5,4,15,16.5,17,65,47,41,77,57,0
CRS3035RES200mN2530000E3916200,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,69385,340.5,196,17,106,6,102,9,11157315.9,15207,183,13,2,14,132,48,0,9,12,6,15.5,18.5,19.5,72,51,27,79,40,0
CRS3035RES200mN2530000E3916400,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,69385,305,151,14,73,9,97,13,10013752.1,13317,134,17,22,49,0,80,0,12,9,7,16.5,27,20.5,35,63,52,43,32,0
CRS3035RES200mN2530000E3916600,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,69385,72,37,1,15,1,22,5,2218591.7,3062,33,4,4,33,0,0,0,0,2,1,2,6,5,18,17,11,7,3,0
CRS3035RES200mN2530000E3916800,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,69385,477.5,234,18,95,7,178,30,14782060.6,18867,232,2,9,58,93,74,0,0,15,8,22,34,41,70.5,91,70,96,30,0
CRS3035RES200mN2530000E3917000,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,0,0,69385,298.5,139,25,62,11,64,18,7943713.5,10356,125,14,77,29,8,25,0,31,12.5,11,18.5,27,30.5,61,70,23,34,11,0
CRS3035RES200mN2530000E3917200,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,0,0,69385,454.5,202,32,87,20,83,21,11739024.4,14592,184,18,137,1,24,40,0,44,15.5,16.5,33,43,42.5,92,97,52,43,20,0
CRS3035RES200mN2530000E3917400,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,0,0,69385,393,193,34,96,10,72,19,10175749.1,12421,178,15,132,2,56,3,0,33,24.5,8,23,28.5,40,84,89,43,41,12,0
CRS3035RES200mN2530000E3917600,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,0,0,69385,219.5,107,3,37,5,72,10,7796210.8,9542,105,2,24,0,80,3,0,0,4,4.5,13.5,14.5,12,28,43,27,58,15,0
CRS3035RES200mN2530000E3917800,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,0,0,69385,104.5,57,15,31,3,19,6,2697410.4,3769,56,1,57,0,0,0,0,25,4,0,3.5,13,8,16,24,13,16,7,0
CRS3035RES200mN2530000E3918000,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,0,0,69385,497,289,42,172,12,103,28,15428673.8,17557,274,15,274,1,5,9,0,14,17.5,8,24,33.5,54,152,109,48,38,13,0
CRS3035RES200mN2530000E3918200,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,0,0,"69385,69382",239,133,15,77,5,46,9,7775409.1,9195,133,0,125,5,0,3,0,3,10,4,8,18,27,69,52,15,27,9,0
CRS3035RES200mN2530000E3918400,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,0,0,"69382,69385",625.5,257,18,96,40,108,15,25354347,32636,257,0,244,12,0,1,0,0,24,11,36.5,63,78,122,135,64,70,22,0
CRS3035RES200mN2530000E3918600,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,0,0,69382,87,32,2,11,6,13,1,4017084.2,4668,32,0,32,0,0,0,0,0,2,1,5,8,14,15,18,13,6,5,0
CRS3035RES200mN2530000E3918800,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,0,0,69382,319.5,182,21,94,5,44,13,10735985.3,16039,182,0,182,0,0,0,0,1,13,5.5,8,13,29,120,44,30,43,14,0
CRS3035RES200mN2530000E3919000,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530000E3919000,0,0,69382,110.5,65,16,40,2,24,7,3095359.5,4392,65,0,61,0,0,4,0,5,4,1,2,11.5,14,20,22,21,11,4,0
CRS3035RES200mN2530000E3919400,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530000E3919400,0,0,69383,865,469,83,259,24,136,38,24293588,32534,468,1,345,26,44,54,0,39,53,17,30,66,79,276,156,66,89,33,0
CRS3035RES200mN2530000E3919600,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530000E3919600,0,0,69383,515,266,22,117,7,112,9,19197543,22605,266,0,35,134,16,81,0,43,23,14.5,21.5,19.5,31.5,133,90,61,83,38,0
CRS3035RES200mN2530000E3919800,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530000E3919800,0,0,69383,524,305,33,169,9,120,17,16738941,20990,305,0,152,46,51,56,0,1,12,13,24.5,27,35.5,184,91,42,58,37,0
CRS3035RES200mN2530000E3920000,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,69383,1424.5,789,166,446,32,214,68,35184988.9,47203,788,1,252,20,218,298,1,316,65,33.5,74.5,80.5,127,405,268,131,160,80,0
CRS3035RES200mN2530000E3920200,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,69383,508,273,63,158,12,70,18,13420144.3,17567,273,0,64,7,140,62,0,126,26,13.5,18,46.5,43,143,98,37,65,18,0
CRS3035RES200mN2530000E3920400,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,69383,429.5,220,28,104,13,27,17,11510601.6,15601,220,0,0,0,220,0,0,24,15.5,9,20.5,28.5,22,165,71,34,39,25,0
CRS3035RES200mN2530000E3920800,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,1,0,69383,1,0.7,0.2,0.5,0,0.1,0,20200.1,33.3,0.7,0,0,0,0.7,0,0,0,0,0,0,0,0.2,0.3,0.2,0.2,0.1,0,0
CRS3035RES200mN2530000E3921000,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,1,0,69383,224.5,94.5,8.8,29.2,2.9,41.9,6.8,6477556.7,7343.7,94.5,0,0,3.9,90.6,0,0,25.3,12.7,1,10.7,20.9,20.5,58.4,52.6,27.3,14.6,5.8,0
CRS3035RES200mN2530000E3921200,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,69383,666,315,41,142,21,90,23,19163713.4,21586,315,0,12,0,44,259,0,82,24,17,35,53,66,178,138,62,68,25,0
CRS3035RES200mN2530000E3921400,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,69383,1055.5,514,77,243,35,195,45,28288902.6,36289,510,4,83,9,266,156,0,78,33.5,8.5,53,117.5,101,238,244,113,112,35,0
