idcar_200m,idcar_1km,idcar_nat,i_est_200,i_est_1km,lcog_geo,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc
CRS3035RES200mN2530200E3919000,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530200E3919000,0,0,69382,287,150,13,70,5,40,11,10570263.7,14428,149,1,128,17,5,0,0,0,11,2,4,17,36,83,47,36,29,22,0
CRS3035RES200mN2530200E3919400,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530200E3919400,0,0,69383,493.5,240,22,103,16,109,11,18673068,23664,240,0,240,0,0,0,0,0,22.5,12.5,25,23.5,40,127,92,59,68,24,0
CRS3035RES200mN2530200E3919600,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530200E3919600,0,0,69383,638.5,305,24,127,14,146,18,23536719.1,27060,301,4,156,119,8,21,1,4,39,26,33,43.5,32,147,121,57,91,49,0
CRS3035RES200mN2530200E3919800,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530200E3919800,0,0,69383,538,297,35,154,4,128,14,19324725.3,22999,296,1,145,55,35,62,0,18,35.5,10.5,16,27.5,20.5,161,88,49,94,36,0
CRS3035RES200mN2530200E3920000,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,69383,368.5,211,17,122,9,86,11,11691820.8,13545,211,0,141,0,58,12,0,0,13,6,16.5,23,29,113,79,40,33,16,0
CRS3035RES200mN2530200E3920200,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,69383,386,182,47,82,15,45,23,8760417.6,13190,182,0,9,31,142,0,0,97,14,9,28,41,21,68,67,59,53,26,0
CRS3035RES200mN2530200E3920600,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,1,0,69383,3,2.2,0.7,1.6,0,0.3,0.1,60600.3,99.8,2.2,0,0,0,2.2,0,0,0,0.1,0,0.1,0.1,0.6,0.8,0.4,0.5,0.4,0,0
CRS3035RES200mN2530200E3920800,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,69383,196,81,24,32,10,6,12,3504743.6,5844,81,0,0,0,81,0,0,55,10,5,14,23,24,36,47,15,20,2,0
CRS3035RES200mN2530200E3921000,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,69383,169.5,104,14,64,2,17,15,3902339.9,5370,104,0,0,85,0,19,0,19,9,4,8.5,6,19,60,20,20,16,7,0
CRS3035RES200mN2530200E3921200,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,69383,560.5,235,38,95,26,65,31,12147996.2,18525,235,0,0,0,44,191,0,158,22,19,39.5,69,51,88,109,54,65,44,0
CRS3035RES200mN2530200E3921400,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,69383,798.5,403,58,183,18,118,47,21398316.5,30037,403,0,54,50,107,192,0,118,33,14.5,44.5,53,55.5,184,162,86,128,38,0
CRS3035RES200mN2530200E3921600,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,"69383,69266",966,466,29,200,18,314,37,29345274.4,36432,466,0,4,0,374,88,0,27,36.5,22,48,79,82.5,212,203,110,116,57,0
CRS3035RES200mN2530200E3921800,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,"69266,69383",617,268,52,102,26,123,43,14679982.3,19211,264,4,9,40,76,143,0,83,40,16.5,47.5,60,46,117,138,73,47,32,0
CRS3035RES200mN2530400E3915000,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,"69244,69385",248,127,3,51,4,102,16,8417290.4,10822,125,2,1,1,64,61,0,0,9,1,7,16.5,19.5,34,40,46,57,18,0
CRS3035RES200mN2530400E3915200,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,69385,276.5,141,8,60,6,111,11,8436975.1,11787,136,5,3,0,135,3,0,0,7.5,4,11.5,18.5,16,24,51,37,73,34,0
CRS3035RES200mN2530400E3915400,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,69385,158.5,72,5,24,3,53,10,4625130.9,5947,71,1,1,71,0,0,0,0,6,6,5,11,12,21.5,38,11,36,12,0
CRS3035RES200mN2530400E3915600,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,69385,128.5,69,3,34,1,43,8,3988161.5,5624,65,4,2,1,37,29,0,0,4,3,4.5,13,5,21,31,16,19,12,0
CRS3035RES200mN2530400E3915800,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,69385,413,205,8,81,9,158,26,13019428.3,17027,203,2,12,146,47,0,0,0,18,8.5,18,33.5,28,61,71,65,71,39,0
CRS3035RES200mN2530400E3916000,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,69385,240.5,131,22,71,6,44,15,5489018.5,9089,128,3,2,28,32,69,0,81,6,3,14,23.5,14,29,47,27,48,29,0
CRS3035RES200mN2530400E3916200,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,69385,104,65,5,38,0,8,8,2816258.9,3803,65,0,0,0,0,65,0,18,5,1,5.5,1.5,10,39,16,9,14,3,0
CRS3035RES200mN2530400E3916400,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,69385,34,11,0,0,2,10,1,1236436.6,1548,0,11,0,5,6,0,0,0,3,0,1,2,5,2,8,5,7,1,0
CRS3035RES200mN2530400E3916600,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,"69385,69389",58.5,19,0,5,4,17,2,1855473.2,2389,3,16,7,8,2,2,0,0,1,1,3,8.5,9,6,15,4,4,7,0
CRS3035RES200mN2530400E3916800,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,"69389,69385",109.5,43,2,13,4,37,4,4350804.6,4380,19,24,3,10,10,20,0,0,2,2.5,13,9,9,13,31,13,15,2,0
CRS3035RES200mN2530400E3917000,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,0,0,"69385,69389",207,94,5,34,6,59,9,6035692,7451,87,7,5,3,51,35,0,0,9,6,7.5,22.5,19,39,44,27,27,6,0
CRS3035RES200mN2530400E3917200,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,1,0,69385,18.5,7.9,1.3,2.9,1,5.2,1,665201.2,729.8,3.6,4.3,5.9,1.3,0.3,0.4,0,0,0.7,0.7,1.3,2.1,1.6,2.3,4.9,1,3.9,0,0
CRS3035RES200mN2530400E3917400,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,0,0,69385,206.5,108,6,55,4,71,2,6820066.5,7901,108,0,0,1,101,6,0,0,14,4,7.5,13,13,36,38,30,42,9,0
CRS3035RES200mN2530400E3917600,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,0,0,69385,295.5,141,5,60,9,100,15,10029555.7,11786,141,0,0,78,63,0,0,0,8,2,15,29,28.5,36,63,56,37,21,0
CRS3035RES200mN2530400E3917800,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,0,0,69385,52,27,7,12,1,9,4,1423695.3,1621,25,2,27,0,0,0,0,0,1,0,3.5,3.5,6,14,10,7,5,2,0
CRS3035RES200mN2530400E3918200,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,0,0,69385,319,170,33,91,9,45,19,8675160.7,12502,170,0,132,28,0,10,0,29,6,7,13.5,31.5,42,74,65,30,34,16,0
CRS3035RES200mN2530400E3918400,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,0,0,"69385,69382",116.5,65,8,32,1,29,5,4022636.5,5896,64,1,65,0,0,0,0,5,1,2,1.5,6,13,23,22,16,26,6,0
CRS3035RES200mN2530400E3918600,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,0,0,"69382,69385",292.5,169,30,94,5,44,15,9104450.4,13419,169,0,163,0,6,0,0,26,11,0,11.5,19,39,73,52,34,32,21,0
CRS3035RES200mN2530400E3918800,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,0,0,69382,906,521,78,301,18,113,48,26756136.3,35367,520,1,429,10,62,20,0,78,41.5,16.5,40,42.5,101,299,174,54.5,87,50,0
CRS3035RES200mN2530400E3919000,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530400E3919000,0,0,69382,548.5,306,37,153,7,109,22,18608308.9,25817,306,0,288,3,13,2,0,18,15,6.5,19.5,33.5,63,132,100,56,84,39,0
CRS3035RES200mN2530400E3919200,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530400E3919200,0,0,"69382,69383",224,115,21,56,7,35,11,7492371.9,11015,114,1,115,0,0,0,0,8,6,5,10,19.5,23.5,49,47,24,24,16,0
CRS3035RES200mN2530400E3919400,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530400E3919400,0,0,69383,277.5,142,5,64,6,62,8,10844845.1,15643,142,0,142,0,0,0,0,11,7,4,8.5,18,27,57,52,31,53,20,0
CRS3035RES200mN2530400E3919600,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530400E3919600,0,0,69383,802.5,412,62,200,22,191,19,28556335.5,37355,412,0,262,0,0,149,1,9,40,17,34,46.5,90,188,141,86,118,42,0
CRS3035RES200mN2530400E3919800,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530400E3919800,0,0,69383,1054,539,50,254,25,264,51,35763348.4,44481,539,0,231,144,49,115,0,55,52.5,17.5,49.5,73.5,80,240,211,100,145,85,0
CRS3035RES200mN2530400E3920000,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,69383,926,452,34,192,21,195,41,30028575.8,35887,451,1,46,379,0,27,0,69,38.5,22,51,73.5,58,164,206,107,119,87,0
CRS3035RES200mN2530400E3920200,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,69383,379,206,34,121,11,69,12,10644432.2,11204,206,0,41,3,84,78,0,23,7,6,28,35,37,111,67,41,35,12,0
CRS3035RES200mN2530400E3920400,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,69383,246.5,167,16,117,2,54,4,7404132.4,9644,166,1,167,0,0,0,0,0,9,2,5,6.5,23,112,36,23,23,7,0
CRS3035RES200mN2530400E3920600,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,"69383,69386",267,139,21,72,9,41,18,6706696.4,9977,137,2,48,46,45,0,0,45,5,3,15,30.5,22.5,54,51,35,33,18,0
CRS3035RES200mN2530400E3920800,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,1,0,"69383,69386",56.5,41.1,14,30.8,0,6.5,2.8,1141306.4,1879.9,41.1,0,0,0,41.1,0,0,0.9,1.9,0,1.9,1.4,11.2,15.9,8.4,9.3,6.5,0,0
CRS3035RES200mN2530400E3921000,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,"69383,69386",349.5,190,32,93,5,42,19,8485040.1,11901,190,0,0,152,0,37,1,31,15,7.5,10,18.5,28.5,130,55,32,43,10,0
CRS3035RES200mN2530400E3921200,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,"69383,69386",864,479,40,255,13,250,24,26072899.1,34466,477,2,62,102,314,1,0,0,34,16,25.5,54.5,56,234,149,91,122,82,0
CRS3035RES200mN2530400E3921400,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,"69383,69386",1362.5,733,79,376,15,310,49,39997270.6,49290,733,0,166,22,62,483,0,82,83.5,32.5,61,60.5,101,460,225,134,132,73,0
CRS3035RES200mN2530400E3921600,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,"69383,69266,69386",992.5,602,103,366,12,175,54,26726071,35496,598,4,328,3,81,190,0,24,26,17.5,40,60,116,356,177,91,77,32,0
CRS3035RES200mN2530600E3915000,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,"69244,69385",318,185,12,101,3,131,12,10061385.4,13859,174,11,4,3,176,2,0,0,7,1,13,13,31,51,69,38,67,28,0
CRS3035RES200mN2530600E3915200,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,"69385,69244",522,279,12,131,4,218,23,17504884.3,24402,268,11,5,138,135,1,0,0,14,6,15.5,33,34.5,70,113,67,104,65,0
CRS3035RES200mN2530600E3915400,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,69385,507,229,54,95,13,39,46,10106303.7,16879,226,3,0,45,184,0,0,184,24,12,43.5,61.5,30,67,103,67,76,23,0
CRS3035RES200mN2530600E3915600,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,69385,675.5,366,33,173,8,266,43,18975869.1,28418,366,0,0,366,0,0,0,19,31,8,23,39,41.5,120,117,98,120,78,0
CRS3035RES200mN2530600E3915800,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,69385,112.5,49,11,21,6,4,9,1978975.1,2832,49,0,0,49,0,0,0,39,4,4,9.5,16.5,6.5,23,21,12,14,2,0
CRS3035RES200mN2530600E3916200,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,69385,1009,401,161,151,60,1,77,16265749.5,29396,401,0,0,0,401,0,0,400,32.5,34,89.5,137.5,62.5,160,207,129,131,26,0
CRS3035RES200mN2530600E3916400,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,"69385,69389",420,198,6,69,10,162,14,12392429.9,20246,195,3,0,0,198,0,0,0,14,10,20.5,29.5,25,77,76,41,80,47,0
CRS3035RES200mN2530600E3916600,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,"69389,69385",66.5,24,0,6,3,22,2,2141658.6,2338,0,24,0,24,0,0,0,0,1,2.5,7,8,3,9,17,4,6,9,0
CRS3035RES200mN2530600E3916800,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,69389,320,163,13,76,7,108,17,8846276.1,11413,144,19,0,152,8,3,0,0,11,5,13,23,31,88,56,36,39,18,0
CRS3035RES200mN2530600E3917000,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,1,0,"69385,69389",15,6.4,1.1,2.4,0.8,4.2,0.8,539352.4,591.8,2.9,3.5,4.8,1,0.3,0.3,0,0,0.5,0.5,1.1,1.7,1.3,1.9,4,0.8,3.2,0,0
CRS3035RES200mN2530600E3917200,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,1,0,"69385,69389",4,1.7,0.3,0.6,0.2,1.1,0.2,143827.3,157.8,0.8,0.9,1.3,0.3,0,0.1,0,0,0.1,0.1,0.3,0.5,0.4,0.5,1.1,0.2,0.8,0,0
CRS3035RES200mN2530600E3917400,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,0,0,69385,368,191,65,103,11,0,35,5879395.9,9290,191,0,0,191,0,0,0,191,14,12,27,43,26,71,83,43,42,7,0
CRS3035RES200mN2530600E3918000,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,1,0,69385,4,1.9,0.1,0.6,0.1,1.1,0,170542.9,239.9,1.7,0.2,1.7,0.1,0,0.1,0,0,0.3,0.1,0.1,0,0.2,1,0.4,0.5,0.8,0.6,0
CRS3035RES200mN2530600E3918200,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,0,0,69385,383,213,31,117,9,69,21,11482082,15043,212,1,184,4,15,10,0,27,10,8,17,30,31,122,78,45,37,5,0
CRS3035RES200mN2530600E3918400,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,0,0,69385,789,474,98,297,19,135,28,22458536.1,32984,473,1,443,1,15,15,0,67,20,10.5,35.5,52.5,70.5,235,157,95,95,18,0
CRS3035RES200mN2530600E3918600,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,1,0,"69382,69385",2,0.9,0,0.3,0,0.6,0,85271.5,119.9,0.8,0.1,0.9,0,0,0,0,0,0.1,0.1,0.1,0,0.1,0.5,0.2,0.2,0.4,0.3,0
CRS3035RES200mN2530600E3918800,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,0,0,69382,947.5,546,75,310,20,172,40,30741328.6,42866,542,4,428,9,93,16,0,58,36,13,49,53.5,78,290,159,77,132,59,1
CRS3035RES200mN2530600E3919000,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530600E3919000,0,0,69382,245.5,144,19,82,3,47,9,8044048.8,10513,144,0,144,0,0,0,0,7,15,4,9,8.5,26,82,43,22,23,13,0
CRS3035RES200mN2530600E3919200,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530600E3919200,0,0,"69382,69383",110.5,62,7,29,1,27,6,3963215.1,5743,62,0,56,6,0,0,0,5,3,1,0.5,6,8,39,14,15,20,4,0
CRS3035RES200mN2530600E3919400,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530600E3919400,0,0,"69386,69383,69382",225,114,8,59,7,39,11,8555424.5,11670,113,1,113,0,0,0,1,0,11,0,12.5,16,28.5,55,38,28,20,16,0
CRS3035RES200mN2530600E3919600,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530600E3919600,0,0,"69386,69383",1184.5,586,54,276,35,252,38,41447329.9,51299,583,3,521,14,7,34,10,35,50,29,55.5,87.5,92.5,303,207,122,156,82,0
CRS3035RES200mN2530600E3919800,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530600E3919800,0,0,"69386,69383",908.5,429,16,176,31,250,22,35240666.8,42432,428,1,206,123,33,67,0,0,28,19,43,74,70.5,177,166,103,144,84,0
CRS3035RES200mN2530600E3920000,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,"69386,69383",731,449,34,287,14,230,22,25518929.2,29649,449,0,193,17,176,63,0,12,25.5,7.5,27,42,42,166,112,65,96,148,0
CRS3035RES200mN2530600E3920200,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,"69386,69383",757,370,40,162,16,193,32,26225036.4,29869,370,0,95,77,153,45,0,0,46,17,43,45,55,189,140,80,85,57,0
CRS3035RES200mN2530600E3920400,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,"69386,69383",385.5,217,20,125,3,81,8,12996741.9,14873,217,0,104,15,35,63,0,36,11,6,11.5,25,32,115,89,32,44,20,0
CRS3035RES200mN2530600E3920600,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,"69386,69383",1234.5,642,88,338,27,185,59,37136926.2,42817,641,1,295,104,143,63,37,107,44,32,63.5,88,118,344,232,116,135,62,0
CRS3035RES200mN2530600E3920800,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,69386,873.5,442,69,203,20,159,51,24908765.7,33359,442,0,275,167,0,0,0,149,42,16,40.5,59.5,78.5,202,184,97,94,60,0
CRS3035RES200mN2530600E3921000,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,69386,264.5,136,23,70,7,66,6,8366619.2,9559,136,0,10,0,28,98,0,0,6,3,12,23,21.5,57,44,29,51,18,0
CRS3035RES200mN2530600E3921200,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,69386,901,520,66,296,11,168,30,27830654.6,32591,513,7,135,88,94,202,1,89,37.5,18.5,36.5,38,78.5,304,137,75,97,79,0
CRS3035RES200mN2530600E3921400,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,69386,910,517,88,293,16,112,68,22360670.8,29387,509,8,286,106,21,104,0,132,30,14,40,79.5,104.5,272,188,77,79,26,0
CRS3035RES200mN2530600E3921600,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,"69266,69386",981.5,545,106,331,25,125,42,21714050.8,30931,544,1,289,43,80,133,0,172,34,19,43,80.5,88,330,176,108,72,31,0
CRS3035RES200mN2530800E3915200,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,"69385,69244",91,44,3,15,1,33,1,3345949,4954,36,8,3,5,13,23,0,0,3,2,4,7,4,8,18,3,30,12,0
CRS3035RES200mN2530800E3915400,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,69385,462.5,202,21,75,15,69,34,10164566.6,15823,202,0,0,150,52,0,0,126,26,9,36,44,42.5,72,75,40,82,36,0
CRS3035RES200mN2530800E3915600,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,"69385,69389",320,159,28,76,9,51,31,6644536.9,9788,159,0,0,159,0,0,0,75,17,9,26,29,17,72,72,22,36,20,0
CRS3035RES200mN2530800E3915800,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,"69385,69389",581.5,256,34,91,24,13,48,11655435.2,19255,253,3,1,2,253,0,0,240,26.5,18.5,46,56.5,43,93,98,65,99,36,0
CRS3035RES200mN2530800E3916000,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,"69385,69389",291,159,8,70,2,123,13,7643459.9,11941,159,0,0,0,159,0,0,0,11,8,8,13,13,55,54,37,58,34,0
CRS3035RES200mN2530800E3916600,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,69389,1203,512,145,199,58,11,113,20550063.7,30376,512,0,0,469,0,43,0,500,98.5,48.5,121.5,115,79.5,240,215,110,119,56,0
CRS3035RES200mN2530800E3916800,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,69389,281.5,138,10,55,5,86,10,7944554.7,10405,138,0,0,0,95,43,0,12,25,5,15,13.5,15,87,43,23,48,7,0
CRS3035RES200mN2530800E3917000,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,1,0,"69385,69389",4,1.7,0.3,0.6,0.2,1.1,0.2,143827.3,157.8,0.8,0.9,1.3,0.3,0,0.1,0,0,0.1,0.1,0.3,0.5,0.4,0.5,1.1,0.2,0.8,0,0
CRS3035RES200mN2530800E3917200,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,1,0,"69389,69385",3,1.3,0.2,0.5,0.2,0.8,0.2,107870.5,118.4,0.6,0.7,1,0.2,0,0.1,0,0,0.1,0.1,0.2,0.3,0.3,0.4,0.8,0.2,0.6,0,0
CRS3035RES200mN2530800E3917400,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,1,0,"69385,69389",7,3,0.5,1.1,0.4,2,0.4,251697.8,276.2,1.4,1.6,2.3,0.5,0.1,0.1,0,0,0.2,0.2,0.5,0.8,0.6,0.9,1.9,0.4,1.5,0,0
CRS3035RES200mN2530800E3917600,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,1,0,"69385,69389",5,2.1,0.4,0.8,0.3,1.4,0.3,179784.1,197.3,1,1.1,1.6,0.3,0.1,0.1,0,0,0.2,0.2,0.3,0.6,0.4,0.6,1.3,0.3,1.1,0,0
CRS3035RES200mN2530800E3917800,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,0,0,"69385,69389",43,13,2,3,2,9,0,1475417.5,1704,10,3,13,0,0,0,0,0,1,2,4,6,4,2,7,8,7,0,2
CRS3035RES200mN2530800E3918000,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,1,0,69385,9,4.2,0.2,1.4,0.2,2.5,0,383721.6,539.7,3.7,0.5,3.9,0.1,0,0.2,0,0,0.6,0.3,0.3,0,0.3,2.3,0.9,1.1,1.9,1.3,0
CRS3035RES200mN2530800E3918200,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,0,0,69385,100.5,61,15,35,0,14,10,2475090.6,3981,60,1,47,13,0,1,0,22,3,2,2,8.5,6,37,22,8,9,3,0
CRS3035RES200mN2530800E3918400,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,0,0,69385,766.5,463,114,281,14,129,39,19355221,28578,462,1,460,0,0,3,0,79,23.5,7.5,34.5,46,92,253,153,72,58,27,0
CRS3035RES200mN2530800E3918600,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,0,0,"69381,69385,69382",224.5,121,19,60,4,50,6,7609864.9,9812,121,0,118,0,0,3,0,0,7,1,4.5,12,26,64,42,28,32,8,0
CRS3035RES200mN2530800E3918800,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,0,0,"69381,69382",771,480,83,293,9,129,21,22844885.1,33218,480,0,451,9,10,10,0,31,23,4,15.5,30,77.5,306,137,61,84,33,0
CRS3035RES200mN2530800E3919000,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530800E3919000,0,0,"69382,69381",645.5,366,66,199,10,61,31,18452244.1,26337,366,0,351,9,6,0,0,50,14.5,4.5,32,39,69.5,241,120,54,53,18,0
CRS3035RES200mN2530800E3919200,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530800E3919200,0,0,"69382,69381",121.5,62,11,27,3,13,8,3878566.8,5151,62,0,62,0,0,0,0,18,4,2,6,11,15.5,43,25,9,6,0,0
CRS3035RES200mN2530800E3919400,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530800E3919400,0,0,"69386,69382,69381",291.5,141,11,59,6,61,12,10725757.5,13968,139,2,141,0,0,0,0,6,6,4,14,33,19.5,56,56,38,49,16,0
CRS3035RES200mN2530800E3919600,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530800E3919600,0,0,69386,1177,642,86,349,27,219,46,37738936.4,44220,638,4,587,11,0,44,0,30,52,19.5,55,69.5,115,365,213,105,123,60,0
CRS3035RES200mN2530800E3919800,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530800E3919800,0,0,69386,488.5,244,23,112,11,101,15,17744868.1,19742,244,0,89,32,37,86,0,10,22,7,22.5,30,44,113,101,59,57,33,0
CRS3035RES200mN2530800E3920000,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,69386,1262.5,601,72,262,33,284,52,41137129.4,46812,601,0,48,32,432,89,0,113,41,23.5,62.5,94,115.5,205,266,148,211,96,0
CRS3035RES200mN2530800E3920200,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,69386,1312,626,93,264,33,242,68,38626644,46408,626,0,12,125,442,47,0,193,51,38,78.5,105.5,90,276,255,141,176,101,0
CRS3035RES200mN2530800E3920400,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,69386,1100.5,590,92,319,24,174,48,33196632.1,39811,590,0,193,142,189,66,0,150,41,13.5,42.5,68,107.5,302,196,144,128,58,0
CRS3035RES200mN2530800E3920600,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,69386,931,531,64,300,17,116,42,27391371.7,34155,531,0,417,1,76,37,0,106,32.5,13.5,35,53,111,273,199,104,67,43,0
