idcar_200m,idcar_1km,idcar_nat,i_est_200,i_est_1km,lcog_geo,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc
CRS3035RES200mN2530200E3920600,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,1,0,69383,6,4.1,1,2.9,0.1,1,0.2,131229.7,207.3,4.1,0,0,0,4.1,0,0,0,0.1,0,0.5,0.1,0.6,1.7,1.2,1.1,0.6,0.1,0
CRS3035RES200mN2530200E3920800,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,69383,245,101,34,35,9,11,19,4119842.8,7233,101,0,0,0,101,0,0,29,13,3,19,30,30,45,59,19,21,6,0
CRS3035RES200mN2530200E3921000,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,1,0,69383,161.5,93.7,11.7,52.7,3.9,19.5,17.6,3442856.5,5402.2,93.7,0,0,87.8,0,5.9,0,5.9,10.7,4.4,4.9,9.7,17.6,46.8,24.4,20.5,13.7,7.8,1
CRS3035RES200mN2530200E3921200,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,69383,565.5,236,33,89,24,59,36,11956090.2,18816,236,0,0,0,45,191,0,168,30,17,43.5,64,43,94,110,47,73,43,1
CRS3035RES200mN2530200E3921400,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,69383,860.5,407,52,167,17,110,54,21484071.7,30479,407,0,51,54,111,191,0,122,47.5,23.5,46,53,81.5,196,154,105,111,42,1
CRS3035RES200mN2530200E3921600,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,"69383,69266",1041,489,28,200,18,322,41,30742258.8,38104,489,0,4,0,387,98,0,29,46,20.5,55.5,87.5,77.5,233,228,127,118,48,0
CRS3035RES200mN2530200E3921800,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,"69266,69383",616,270,44,106,28,116,42,14257811.7,18885,267,3,9,38,71,152,0,91,49,21,41.5,52.5,47,131,126,68,53,27,0
CRS3035RES200mN2530400E3915000,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,"69244,69385",400.5,206,9,91,4,166,27,12589171.1,17407,204,2,1,75,68,62,0,0,13,5,10.5,30.5,31.5,51,81,63,79,36,0
CRS3035RES200mN2530400E3915200,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,69385,303,152,8,64,9,120,9,8706880.2,12544,147,5,3,5,140,4,0,0,8,5,19.5,16.5,18,31,56,40,78,31,0
CRS3035RES200mN2530400E3915400,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,69385,157,77,4,33,3,55,11,4229996.2,6327,76,1,1,76,0,0,0,0,9,3,3,13.5,8.5,23,38,13,32,14,0
CRS3035RES200mN2530400E3915600,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,69385,178,90,9,39,2,51,13,4933300,7025,84,6,2,1,46,41,0,0,9,3,7,15,11,41,38,22,17,15,0
CRS3035RES200mN2530400E3915800,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,69385,438.5,211,10,76,7,160,27,13259360.6,17658,209,2,12,154,45,0,0,0,19.5,7,20.5,37,27.5,67,83,66,66,44,1
CRS3035RES200mN2530400E3916000,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,69385,261.5,144,16,77,6,43,18,5826010.4,9989,141,3,2,33,35,74,0,91,6,5,13.5,19,17,31,51,34,47,38,0
CRS3035RES200mN2530400E3916200,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,69385,143.5,79,2,34,2,14,11,3860306.9,4662,79,0,0,0,0,79,0,0,7,2.5,7.5,5.5,9,60,22,11,16,3,0
CRS3035RES200mN2530400E3916400,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,69385,34,11,0,0,1,10,0,1250475.5,1548,0,11,0,5,6,0,0,0,1,1,0,4,3,2,7,6,6,4,0
CRS3035RES200mN2530400E3916600,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,"69385,69389",62,19,2,5,5,18,1,1738911.2,2389,3,16,7,8,2,2,0,0,3,3,2,10,9,5,15,2,5,8,0
CRS3035RES200mN2530400E3916800,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,"69389,69385",102,41,1,14,5,34,4,3851139.7,4138,17,24,3,12,9,17,0,0,5,3,7,8,10,20,20,12,14,3,0
CRS3035RES200mN2530400E3917000,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,0,0,"69385,69389",194,90,6,32,5,56,13,5546870.8,7134,85,5,5,2,49,34,0,0,7,4,10.5,24,10.5,40,42,17,32,7,0
CRS3035RES200mN2530400E3917200,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,1,0,69385,14.5,5.9,0.9,2.2,0.9,4.3,0.3,520230.4,655.9,1.9,4,4.3,1.3,0.3,0,0,0,0.3,0,2,2,0.3,1.2,4.3,1.3,3.1,0,0
CRS3035RES200mN2530400E3917400,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,0,0,69385,200.5,105,4,52,1,75,5,6595891.3,8035,104,1,0,1,103,1,0,0,15,2,10,6.5,15,32,39,32,42,7,0
CRS3035RES200mN2530400E3917600,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,0,0,69385,302.5,141,7,56,9,98,15,9688303.1,11868,141,0,0,80,61,0,0,0,8,5.5,8.5,33.5,31,42,57,61,35,21,0
CRS3035RES200mN2530400E3917800,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,0,0,69385,48.5,23,6,10,2,10,3,1260634.9,1543,20,3,23,0,0,0,0,0,0,1,3,5.5,5,11,12,6,3,2,0
CRS3035RES200mN2530400E3918000,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,1,0,69385,1,0.6,0.1,0.4,0,0.2,0,34324.5,66.4,0.5,0.1,0.5,0,0,0.1,0,0,0,0,0,0.1,0.2,0.2,0.1,0.2,0,0.2,0
CRS3035RES200mN2530400E3918200,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,0,0,69385,342.5,170,28,81,11,45,22,9154977.4,13132,169,1,137,21,0,12,0,30,16,8,19.5,37.5,30.5,75,73,28,37,18,0
CRS3035RES200mN2530400E3918400,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,0,0,"69385,69382",125,68,8,35,2,27,7,4004981.9,5980,68,0,68,0,0,0,0,6,2,1.5,1.5,12,16,23,29,13,23,4,0
CRS3035RES200mN2530400E3918600,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,0,0,"69382,69385",338.5,191,24,95,5,51,20,10362572.8,14617,191,0,185,0,6,0,0,30,4,7,9.5,14,47,102,59,37,43,16,0
CRS3035RES200mN2530400E3918800,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,0,0,69382,984,561,85,314,14,128,56,27401646.6,37955,560,1,457,15,65,24,0,84,50,24,37,54.5,104,328,178,63.5,93,51,1
CRS3035RES200mN2530400E3919000,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530400E3919000,0,0,69382,599.5,317,30,144,10,120,26,20866488.8,27149,317,0,296,2,15,4,0,19,15,9,18,41.5,61,157,109,63,90,36,0
CRS3035RES200mN2530400E3919200,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530400E3919200,0,0,"69382,69383",238,116,21,53,7,36,13,7708806.5,11165,116,0,116,0,0,0,0,7,13,7,10,19,25,59,47,24,21,13,0
CRS3035RES200mN2530400E3919400,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530400E3919400,0,0,69383,303.5,151,8,65,9,63,4,11602387.2,16421,151,0,151,0,0,0,0,12,11,6,11.5,16,20,82,51,28,54,24,0
CRS3035RES200mN2530400E3919600,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530400E3919600,0,0,69383,839.5,406,54,176,25,182,18,28695556,37501,406,0,265,0,0,140,1,9,51,16,44,50,68.5,244,140,75,115,35,1
CRS3035RES200mN2530400E3919800,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530400E3919800,0,0,69383,1096.5,548,43,242,23,265,48,36014595.5,44742,548,0,235,146,50,117,0,58,52.5,17,54.5,72,91.5,254,209,103,154,89,0
CRS3035RES200mN2530400E3920000,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,69383,1014.5,464,41,188,27,195,43,32347175.9,36646,463,1,50,386,0,28,0,71,48.5,23.5,63.5,83,77,188,218,107,111,95,0
CRS3035RES200mN2530400E3920200,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,69383,397,208,36,120,14,70,15,10667393.5,11552,208,0,45,3,84,76,0,24,12,13,35,25.5,32.5,125,67,38,39,10,0
CRS3035RES200mN2530400E3920400,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,69383,277.5,180,23,115,2,49,7,7473850.5,10307,179,1,180,0,0,0,0,0,8,4.5,4.5,4.5,42,129,37,19,26,3,0
CRS3035RES200mN2530400E3920600,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,"69383,69386",290,145,17,81,11,39,17,6896910.5,10376,144,1,52,49,44,0,0,44,8,5,19,32,29,53,61,28,35,20,0
CRS3035RES200mN2530400E3920800,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,1,0,"69383,69386",52.5,36.2,8.8,25.6,0.9,8.8,1.8,1148259.5,1814.1,36.2,0,0,0,36.2,0,0,0,0.9,0,3.9,0.9,5.3,15,10.6,9.7,5.3,0.9,0
CRS3035RES200mN2530400E3921000,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,"69383,69386",345,189,36,99,8,36,19,7661509.4,11882,189,0,0,156,0,33,0,30,15.5,2.5,13.5,20.5,39,113,56,37,36,12,0
CRS3035RES200mN2530400E3921200,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,"69383,69386",895,486,37,247,15,254,26,26189737.1,34824,484,2,66,108,311,1,0,0,37.5,10,36,51.5,71,222,164,96,126,80,1
CRS3035RES200mN2530400E3921400,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,"69383,69386",1468.5,761,83,358,20,316,56,41377928.2,51355,760,1,164,22,69,506,0,94,79,34,61,84,108.5,508,249,133,144,67,1
CRS3035RES200mN2530400E3921600,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,"69383,69266,69386",1077,614,118,351,13,183,50,26962392.9,36606,611,3,314,3,88,209,0,26,51.5,27,40.5,63.5,126.5,393,187,80,71,36,1
CRS3035RES200mN2530600E3915000,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,"69244,69385",313,183,8,102,3,124,17,9142412.2,13712,172,11,4,3,174,2,0,0,6,2,12,17,29,49,70,39,67,22,0
CRS3035RES200mN2530600E3915200,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,"69385,69244",401,218,12,104,4,160,24,12980601.3,19113,207,11,4,65,148,1,0,0,9,7,8,33,30,56,80,44,80,54,0
CRS3035RES200mN2530600E3915400,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,69385,562,246,52,96,21,42,51,10901506.3,17982,243,3,0,48,198,0,0,198,29,21.5,47,63.5,32,91,118,59,78,23,0
CRS3035RES200mN2530600E3915600,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,69385,709.5,385,21,176,7,273,49,19740980.1,29970,385,0,0,385,0,0,0,28,26,10,21.5,44,43,139,127,97,119,83,0
CRS3035RES200mN2530600E3915800,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,69385,117.5,47,10,18,6,4,9,2067949.6,2659,47,0,0,47,0,0,0,37,6,4,12,16.5,9,18,28,8,14,2,0
CRS3035RES200mN2530600E3916200,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,69385,1026,408,132,155,62,1,77,16195599.9,30172,408,0,0,0,408,0,0,407,45.5,44,88.5,116,77,176,206,125,120,28,0
CRS3035RES200mN2530600E3916400,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,"69385,69389",431.5,203,10,74,10,173,16,11996836.9,20853,200,3,0,0,203,0,0,0,20,9,22.5,28,21,70,71,46,86,58,0
CRS3035RES200mN2530600E3916600,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,"69389,69385",68.5,24,2,5,5,24,2,2265124.8,2441,0,24,0,24,0,0,0,0,4,4,8,5.5,3,5,18,5,8,8,0
CRS3035RES200mN2530600E3916800,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,69389,332.5,168,17,78,8,110,18,8679171.3,11672,150,18,0,155,8,5,0,0,10,6.5,18.5,26.5,34,86,64,32,37,18,0
CRS3035RES200mN2530600E3917000,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,1,0,"69385,69389",11,4.4,0.7,1.6,0.7,3.3,0.2,394657.6,497.6,1.4,3,3.3,0.9,0.2,0,0,0,0.2,0,1.5,1.5,0.2,0.9,3.3,1,2.4,0,0
CRS3035RES200mN2530600E3917200,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,1,0,"69385,69389",4,1.6,0.3,0.6,0.3,1.2,0.1,143511.8,180.9,0.5,1.1,1.2,0.3,0.1,0,0,0,0.1,0,0.6,0.6,0.1,0.3,1.2,0.3,0.8,0,0
CRS3035RES200mN2530600E3917400,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,0,0,69385,421,207,66,103,16,0,44,6552945,10074,207,0,0,207,0,0,0,207,28,7.5,37.5,52.5,27.5,82,91,43,43,9,0
CRS3035RES200mN2530600E3918000,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,1,0,69385,6,3.7,0.9,2.3,0,1.1,0,205946.9,398.6,2.8,0.9,2.8,0.3,0,0.6,0,0,0,0,0,0.3,1.1,1.4,0.9,1.1,0,1.2,0
CRS3035RES200mN2530600E3918200,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,0,0,69385,423.5,224,37,115,8,75,31,11550287.5,16033,222,2,192,5,18,9,0,26,15,6.5,24,36.5,51.5,113,91,44,37,5,0
CRS3035RES200mN2530600E3918400,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,0,0,69385,842.5,491,87,295,21,133,31,23364418.7,33998,490,1,457,2,14,18,0,63,24,13.5,42.5,45.5,79,279,165,91,86,17,0
CRS3035RES200mN2530600E3918600,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,1,0,"69382,69385",5,3.1,0.7,1.9,0,1,0,171622.4,332.1,2.4,0.7,2.4,0.2,0,0.5,0,0,0,0,0,0.2,0.9,1.2,0.7,1,0,1,0
CRS3035RES200mN2530600E3918800,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,0,0,69382,1011.5,572,82,315,17,175,40,30657486.5,43874,569,3,459,9,88,16,0,56,37,19.5,47,54,98,318,166,86,130,56,0
CRS3035RES200mN2530600E3919000,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530600E3919000,0,0,69382,261.5,151,21,83,5,48,12,8252844.9,11207,151,0,150,0,0,0,1,7,12.5,1,11.5,13.5,29,96,45,23,19,11,0
CRS3035RES200mN2530600E3919200,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530600E3919200,0,0,"69382,69383",121,68,3,34,1,27,10,3728915.5,5979,68,0,62,6,0,0,0,8,7,3,3,5.5,14.5,37,15,12,22,2,0
CRS3035RES200mN2530600E3919400,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530600E3919400,0,0,"69386,69383,69382",239,119,6,57,5,42,9,8549149.3,12021,119,0,118,0,0,0,1,0,8,9,8,17.5,21.5,67,46,20,26,16,0
CRS3035RES200mN2530600E3919600,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530600E3919600,0,0,"69386,69383",1257.5,604,45,265,39,265,35,42998506.5,53673,602,2,542,13,8,31,10,27,64,23.5,60,94,98,337,211,128,155,87,0
CRS3035RES200mN2530600E3919800,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530600E3919800,0,0,"69386,69383",945,436,26,177,36,245,25,34835919.1,43620,434,2,207,128,34,67,0,0,34,23,51.5,75.5,76,174,187,80,167,77,0
CRS3035RES200mN2530600E3920000,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,"69386,69383",794,472,22,289,16,246,24,27228390.4,31238,472,0,215,14,186,57,0,12,29,14,31,37.5,47.5,181,124,67,89,174,0
CRS3035RES200mN2530600E3920200,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,"69386,69383",772.5,366,22,147,19,184,29,25633817.8,29635,366,0,99,76,147,44,0,0,42.5,18,41,49,56,207,140,80,88,51,0
CRS3035RES200mN2530600E3920400,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,"69386,69383",395,220,21,120,4,85,9,12502086.7,15067,220,0,114,14,31,61,0,38,16.5,3.5,13.5,22.5,34,117,87,35,40,26,0
CRS3035RES200mN2530600E3920600,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,"69386,69383",1189.5,644,87,354,25,182,67,33141058.5,41696,643,1,297,99,182,65,1,132,59.5,23.5,55,82.5,125,310,240,101,130,62,1
CRS3035RES200mN2530600E3920800,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,69386,917,448,67,196,26,156,60,25106835.5,33192,448,0,275,173,0,0,0,108,43,22.5,44.5,78.5,72.5,211,189,95,97,64,0
CRS3035RES200mN2530600E3921000,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,69386,267,134,17,66,9,66,9,8215935.8,9533,134,0,11,0,25,98,0,0,7,5,8,28,27,38,57,25,53,19,0
CRS3035RES200mN2530600E3921200,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,69386,651.5,365,48,192,8,141,28,19845806,24084,358,7,135,58,92,73,7,28,27.5,15,18.5,30.5,66,223,102,45,82,42,0
CRS3035RES200mN2530600E3921400,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,69386,977.5,516,88,275,26,112,74,22721067.2,29408,510,6,281,103,21,111,0,135,39,15.5,50.5,101.5,107,284,197,80,76,24,3
CRS3035RES200mN2530600E3921600,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,"69266,69386",1069,573,97,323,27,127,52,23483816.8,32396,571,2,309,47,83,134,0,173,50.5,23,59,71.5,112,347,195,106,81,23,1
CRS3035RES200mN2530800E3915200,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,"69385,69244",88,46,1,18,1,34,0,3090158,5081,39,7,3,5,14,24,0,0,1,1,4,6,3,4,14,13,26,16,0
CRS3035RES200mN2530800E3915400,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,69385,477,210,28,78,18,62,36,10047165.3,16349,210,0,0,157,53,0,0,140,23,9,36.5,49,43.5,70,80,49,79,38,0
CRS3035RES200mN2530800E3915600,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,"69385,69389",345,166,29,73,9,48,38,6784077.2,10253,166,0,0,166,0,0,0,84,24,13,20,35.5,25.5,69,67,28,36,26,1
CRS3035RES200mN2530800E3915800,CRS3035RES1000mN2530000E3915000,CRS3035RES1000mN2530000E3915000,0,0,"69385,69389",621,266,36,92,27,5,45,11635305.9,19954,263,3,1,2,263,0,0,0,36,31,36.5,61.5,41,94,101,78,95,45,2
CRS3035RES200mN2530800E3916000,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,"69385,69389",317,166,13,75,5,125,17,8205447.5,12469,166,0,0,0,166,0,0,0,14.5,6,15,19.5,21,57,51,37,60,36,0
CRS3035RES200mN2530800E3916600,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,69389,1283.5,542,131,195,60,2,120,21564189.7,32292,542,0,0,498,0,44,0,540,106.5,63,107.5,123,84.5,279,217,116,126,56,5
CRS3035RES200mN2530800E3916800,CRS3035RES1000mN2530000E3916000,CRS3035RES1000mN2530000E3916000,0,0,69389,276.5,137,11,52,4,85,17,7408917.9,10485,137,0,0,0,98,39,0,10,20,8,8,16.5,16,81,50,19,49,9,0
CRS3035RES200mN2530800E3917000,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,1,0,"69385,69389",3,1.2,0.2,0.4,0.2,0.9,0.1,107633.9,135.7,0.4,0.8,0.9,0.2,0.1,0,0,0,0.1,0,0.4,0.4,0.1,0.2,0.9,0.3,0.6,0,0
CRS3035RES200mN2530800E3917400,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,1,0,"69385,69389",7,2.8,0.4,1,0.4,2.1,0.1,251145.7,316.6,0.9,1.9,2.1,0.6,0.1,0,0,0,0.1,0,1,1,0.1,0.6,2.1,0.6,1.5,0,0
CRS3035RES200mN2530800E3917600,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,1,0,"69385,69389",7.5,3,0.5,1.1,0.5,2.2,0.2,269084.7,339.3,0.9,2.1,2.2,0.6,0.2,0,0,0,0.2,0,1,1,0.2,0.6,2.2,0.7,1.6,0,0
CRS3035RES200mN2530800E3917800,CRS3035RES1000mN2530000E3917000,CRS3035RES1000mN2530000E3917000,0,0,"69385,69389",43,13,3,3,2,8,0,1434150.6,1782,10,3,13,0,0,0,0,0,4,0,5,5,2,3,7,9,5,0,3
CRS3035RES200mN2530800E3918000,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,1,0,69385,9,5.6,1.3,3.4,0,1.7,0,308920.3,597.9,4.3,1.3,4.3,0.4,0,0.9,0,0,0,0,0,0.4,1.7,2.2,1.3,1.7,0,1.7,0
CRS3035RES200mN2530800E3918200,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,0,0,69385,103.5,55,12,29,2,12,11,2442612.2,3644,54,1,41,13,0,1,0,22,3,0,1,10.5,15,30,22,10,8,4,0
CRS3035RES200mN2530800E3918400,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,0,0,69385,769,447,89,264,17,123,38,19717420.4,27704,447,0,443,0,0,4,0,81,26.5,13.5,34.5,47,75.5,272,159,66,56,19,0
CRS3035RES200mN2530800E3918600,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,0,0,"69381,69385,69382",237.5,127,16,61,2,46,7,7339477.6,10096,127,0,125,0,0,2,0,0,9,4,4,16.5,20,72,47,28,28,9,0
CRS3035RES200mN2530800E3918800,CRS3035RES1000mN2530000E3918000,CRS3035RES1000mN2530000E3918000,0,0,"69381,69382",878.5,525,76,301,11,136,33,24942636.8,35856,525,0,487,11,13,13,1,29,25,7,23.5,39,102,352,154,71,77,27,1
CRS3035RES200mN2530800E3919000,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530800E3919000,0,0,"69382,69381",731.5,401,65,219,12,61,29,21026934.8,28661,401,0,380,13,8,0,0,45,21,14,37,37.5,80,274,145,54,50,19,0
CRS3035RES200mN2530800E3919200,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530800E3919200,0,0,"69382,69381",131.5,69,11,31,2,15,8,3865277.9,5673,69,0,69,0,0,0,0,19,3,2,6,8.5,17,47,30,9,7,2,0
CRS3035RES200mN2530800E3919400,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530800E3919400,0,0,"69386,69382,69381",296.5,137,7,52,11,70,8,10900784.8,14675,137,0,137,0,0,0,0,0,8,4,12.5,31,16,60,56,39,53,17,0
CRS3035RES200mN2530800E3919600,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530800E3919600,0,0,69386,1248,668,85,353,25,233,45,39450530.1,46191,666,2,613,11,0,44,0,30,52.5,29,60,82.5,106,386,242,109,122,59,0
CRS3035RES200mN2530800E3919800,CRS3035RES1000mN2530000E3919000,CRS3035RES200mN2530800E3919800,0,0,69386,493,239,18,106,11,102,19,18000153.8,19797,239,0,84,32,33,90,0,10,19,7,21.5,37,47.5,121,98,51,56,35,0
CRS3035RES200mN2530800E3920000,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,69386,1311.5,616,66,262,35,288,57,40804138.3,47952,616,0,50,36,438,92,0,111,63,28,54.5,112,100,237,260,168,199,90,0
CRS3035RES200mN2530800E3920200,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,69386,991,486,37,203,20,246,37,31505007.6,37331,485,1,11,126,348,0,1,38,40.5,17,55,63.5,73,229,183,97,136,97,0
CRS3035RES200mN2530800E3920400,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,69386,1135.5,601,85,312,23,169,58,31823978,40333,601,0,201,142,192,66,0,152,33.5,20,53.5,83.5,86,318,221,140,128,49,3
CRS3035RES200mN2530800E3920600,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,69386,1000,551,71,307,21,113,43,28093974.3,35255,550,1,432,1,80,38,0,99,35.5,19.5,44.5,70.5,92,303,221,101,73,37,3
CRS3035RES200mN2530800E3920800,CRS3035RES1000mN2530000E3920000,CRS3035RES1000mN2530000E3920000,0,0,69386,470,200,10,59,13,128,24,16732475.9,20024,199,1,182,18,0,0,0,18,20.5,15.5,33,39,39,66,91,60,73,33,0
CRS3035RES200mN2530800E3921000,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,1,0,69386,4,2.3,0.3,1.3,0.1,0.5,0.4,85272,133.8,2.3,0,0,2.2,0,0.1,0,0.1,0.3,0.1,0.1,0.3,0.4,1.2,0.6,0.5,0.3,0.2,0
CRS3035RES200mN2530800E3921200,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,69386,523,286,28,155,8,112,13,15664953.6,20142,284,2,121,4,51,109,1,1,20,6,18,30,54,147,97,67,65,19,0
CRS3035RES200mN2530800E3921400,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,"69386,69266",1046,515,66,256,28,229,50,30314846.2,34880,508,7,200,18,27,270,0,18,66.5,31.5,66.5,76,95.5,339,189,89,70,23,0
CRS3035RES200mN2530800E3921600,CRS3035RES1000mN2530000E3921000,CRS3035RES1000mN2530000E3921000,0,0,"69266,69386",847,434,62,218,19,170,44,20034759.2,25368,431,3,129,123,25,157,0,21,35.5,15.5,50,56,78,287,159,63,73,29,1
