Idcar_200m,I_est_200,Idcar_1km,I_est_1km,Idcar_nat,Groupe,Ind,Men_1ind,Men_5ind,Men_prop,Men_fmp,Ind_snv,Men_surf,Men_coll,Men_mais,Log_av45,Log_45_70,Log_70_90,Log_ap90,Log_inc,Log_soc,Ind_0_3,Ind_4_5,Ind_6_10,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_55_64,Ind_65_79,Ind_80p,Ind_inc,Men_pauv,Men,lcog_geo
CRS3035RES200mN2530200E3921800,0,CRS3035RES1000mN2530000E3921000,0,CRS3035RES1000mN2530000E3921000,597341,643,91,29,123,38,14999279.4,19241,265,4,7,38,70,154,0,89,48,17.5,50,50.5,47,146,134,71,52,27,0,37,269,"69266,69383"
CRS3035RES200mN2530400E3915000,0,CRS3035RES1000mN2530000E3915000,0,CRS3035RES1000mN2530000E3915000,597083,431.5,93,6,165,32,12936081.6,18232,215,3,1,88,68,61,0,0,15.5,7,12,42,27,59,87,66,80,36,0,12,218,"69244,69385"
CRS3035RES200mN2530400E3915200,0,CRS3035RES1000mN2530000E3915000,0,CRS3035RES1000mN2530000E3915000,597074,294,64,6,124,12,8522896.1,12689,145,6,4,7,136,4,0,0,8,3,17,21,12,30,53,41,80,29,0,7,151,69385
CRS3035RES200mN2530400E3915400,0,CRS3035RES1000mN2530000E3915000,0,CRS3035RES1000mN2530000E3915000,597069,172,28,5,52,13,4333455,6352,76,1,1,76,0,0,0,0,9,1,6,20,15,22,41,16,30,12,0,6,77,69385
CRS3035RES200mN2530400E3915600,0,CRS3035RES1000mN2530000E3915000,0,CRS3035RES1000mN2530000E3915000,597070,182,42,5,52,11,4905778.3,7621.7,88,5,10,1,43,39,0,0,10,2,7,16,9,41,36,23,21,17,0,7,93,69385
CRS3035RES200mN2530400E3915800,0,CRS3035RES1000mN2530000E3915000,0,CRS3035RES1000mN2530000E3915000,597078,367.5,70,3,129,24,10843222.3,15186,181,1,5,153,24,0,0,0,10,7,13,30,26.5,49,67,56,59,49,1,8,182,69385
CRS3035RES200mN2530400E3916000,0,CRS3035RES1000mN2530000E3916000,0,CRS3035RES1000mN2530000E3916000,597165,287,80,5,35,19,6024138.7,10811,153,3,2,32,45,77,0,112,10,5,16,21,16,33,63,37,48,37,1,19,156,69385
CRS3035RES200mN2530400E3916200,0,CRS3035RES1000mN2530000E3916000,0,CRS3035RES1000mN2530000E3916000,597160,150,39,2,15,13,4127764.3,5163,83,1,0,0,1,83,0,23,12,3,6,8,14,62,21,8,14,2,0,12,84,69385
CRS3035RES200mN2530400E3916400,1,CRS3035RES1000mN2530000E3916000,0,CRS3035RES1000mN2530000E3916000,597153,29,0.7,1.1,8.3,0.4,1085954.9,1374.3,1.1,8.6,4.7,1.8,2.5,0.7,0,0,1.4,0.7,2.2,3.1,1.8,2.5,6.1,4,4.3,2.9,0,0,9.7,69385
CRS3035RES200mN2530400E3916600,0,CRS3035RES1000mN2530000E3916000,0,CRS3035RES1000mN2530000E3916000,597154,59,7,5,19,0,1597092.1,2457,3,17,7,9,2,2,0,0,4,0,4,10,5,5,14,4,4,9,0,1,20,"69385,69389"
CRS3035RES200mN2530400E3916800,0,CRS3035RES1000mN2530000E3916000,0,CRS3035RES1000mN2530000E3916000,597158,95.5,12,1,35,4,3534505.7,4303,19,23,6,10,8,18,0,0,3,2,5,5,10.5,16,15,14,18,7,0,2,42,"69389,69385"
CRS3035RES200mN2530400E3917000,0,CRS3035RES1000mN2530000E3917000,0,CRS3035RES1000mN2530000E3917000,597120,195,31,6,56,8,5567363.2,7103,82,7,5,3,49,32,0,7,8,4,12,17,11,40,40,19,32,12,0,2,89,"69385,69389"
CRS3035RES200mN2530400E3917200,0,CRS3035RES1000mN2530000E3917000,0,CRS3035RES1000mN2530000E3917000,597118,116.5,32,3,7,9,2350717.9,3881,59,4,8,55,0,0,0,55,7,1,7.5,7,2,23,21,17,21,10,0,9,63,69385
CRS3035RES200mN2530400E3917400,0,CRS3035RES1000mN2530000E3917000,0,CRS3035RES1000mN2530000E3917000,597125,331.5,87,5,67,27,8494340.8,11358,177,0,0,76,101,0,0,75,21,7.5,22.5,18.5,18,75,64,47,51,7,0,28,177,69385
CRS3035RES200mN2530400E3917600,0,CRS3035RES1000mN2530000E3917000,0,CRS3035RES1000mN2530000E3917000,597122,289,55,6,88,12,9152434.6,11532,139,0,0,73,66,0,0,1,5,5,8.5,29,26.5,48,63,54,29,21,0,4,139,69385
CRS3035RES200mN2530400E3917800,0,CRS3035RES1000mN2530000E3917000,0,CRS3035RES1000mN2530000E3917000,597117,52.5,11,2,9,3,1287111,1616,21,3,24,0,0,0,0,0,2,0,4.5,4,7,14,10,7,4,0,0,4,24,69385
CRS3035RES200mN2530400E3918000,1,CRS3035RES1000mN2530000E3918000,0,CRS3035RES1000mN2530000E3918000,597197,37,3.4,1.3,7.4,2.7,1387530.8,1696.6,13.5,2,5.4,10.1,0,0,0,0,0,0,1,3,5.4,6.7,6,5.4,6.1,3.4,0,0.7,15.5,69385
CRS3035RES200mN2530400E3918200,0,CRS3035RES1000mN2530000E3918000,0,CRS3035RES1000mN2530000E3918000,597206,384,83,11,48,30,9630388.5,14847,191,0,163,19,0,9,0,45,15,9.5,29,35.5,18,100,76,41,41,19,0,34,191,69385
CRS3035RES200mN2530400E3918400,0,CRS3035RES1000mN2530000E3918000,0,CRS3035RES1000mN2530000E3918000,597200,133,37,4,25,7,4201748.9,6312,70,0,70,0,0,0,0,7,3,1,3,17.5,14.5,24,23,18,24,5,0,11,70,"69385,69382"
CRS3035RES200mN2530400E3918600,0,CRS3035RES1000mN2530000E3918000,0,CRS3035RES1000mN2530000E3918000,597205,317.5,97,7,49,15,9456827.8,14292,181,0,174,0,6,1,0,26,12,4.5,12,9,44,94,49,34,41,18,0,25,181,"69382,69385"
CRS3035RES200mN2530400E3918800,0,CRS3035RES1000mN2530000E3918000,0,CRS3035RES1000mN2530000E3918000,597218,1004.5,323,13,122,59,26585472.4,38977.6,577,1,482,12,63,21,0,88,63,19,38.5,47,94.5,373,164.5,62,97,46,0,78,578,69382
CRS3035RES200mN2530400E3919000,0,CRS3035RES1000mN2530000E3919000,0,CRS3035RES200mN2530400E3919000,597232,629.5,143,20,114,24,19866683.9,26504.2,311,0,286,2,17,4,2,24,36,15,29,42,62.5,161,98,60,95,30,1,38,311,69382
CRS3035RES200mN2530400E3919200,0,CRS3035RES1000mN2530000E3919000,0,CRS3035RES200mN2530400E3919200,597223,221.5,46,5,33,14,6615898.1,10501,108,0,108,0,0,0,0,6,11,2,15.5,19,19,56,40,19,27,13,0,14,108,"69382,69383"
CRS3035RES200mN2530400E3919400,0,CRS3035RES1000mN2530000E3919000,0,CRS3035RES200mN2530400E3919400,597226,308.5,66,10,67,7,11330458.7,16574,151,0,151,0,0,0,0,12,11,2.5,14,19,22,70,57,37,51,25,0,6,151,69383
CRS3035RES200mN2530400E3919600,0,CRS3035RES1000mN2530000E3919000,0,CRS3035RES200mN2530400E3919600,597237,862,181,30,184,29,29025821.9,39603,418,0,280,0,0,138,0,6,42,23,44,48,78,244,149,72,120,40,2,49,418,69383
CRS3035RES200mN2530400E3919800,0,CRS3035RES1000mN2530000E3919000,0,CRS3035RES200mN2530400E3919800,597240,1125,233,30,267,51,35474132.3,45528,549,0,237,143,46,122,1,53,57,27.5,44,79.5,94,281,207,97,152,83,3,37,549,69383
CRS3035RES200mN2530400E3920000,0,CRS3035RES1000mN2530000E3920000,0,CRS3035RES1000mN2530000E3920000,597307,1030,175,29,202,46,31083236.5,36650.7,462,1,45,388,0,30,0,67,59,23.5,64.5,75,80,214,210,105,110,89,0,39,463,69383
CRS3035RES200mN2530400E3920200,0,CRS3035RES1000mN2530000E3920000,0,CRS3035RES1000mN2530000E3920000,597299,413,116,14,71,16,10430649.3,11504,211,0,46,7,82,76,0,23,23,13,27.5,22.5,44,129,65,41,40,6,2,35,211,69383
CRS3035RES200mN2530400E3920400,0,CRS3035RES1000mN2530000E3920000,0,CRS3035RES1000mN2530000E3920000,597296,285.5,124,2,53,7,7166234.7,10734,189,0,189,0,0,0,0,0,11,1,5,6.5,38,140,29,24,27,4,0,36,189,69383
CRS3035RES200mN2530400E3920600,0,CRS3035RES1000mN2530000E3920000,0,CRS3035RES1000mN2530000E3920000,597295,310.5,74,13,41,23,6957698.6,10512.3,145,2,53,47,47,0,0,47,9,10,23,28.5,30,65,65,26,33,20,1,18,147,"69383,69386"
CRS3035RES200mN2530400E3920800,1,CRS3035RES1000mN2530000E3920000,0,CRS3035RES1000mN2530000E3920000,597293,172,46.1,4.8,25,4.8,4020578.6,5405,88.4,0,0,0,87.4,1,0,0,5.8,3.4,6.2,12.5,23,51.9,27.9,22.1,15.4,3.8,0,13.5,88.4,"69383,69386"
CRS3035RES200mN2530400E3921000,0,CRS3035RES1000mN2530000E3921000,0,CRS3035RES1000mN2530000E3921000,597338,355,84,4,42,18,7637361.7,11782,187,0,0,149,0,38,0,29,12,2,20,23,32,114,63,35,36,18,0,39,187,"69383,69386"
CRS3035RES200mN2530400E3921200,0,CRS3035RES1000mN2530000E3921000,0,CRS3035RES1000mN2530000E3921000,597350,928,231,14,265,27,26137740.2,35560.7,494,2,58,114,323,1,0,0,36,19,35.5,50,58.5,247,166,98,123,94,1,37,496,"69383,69386"
CRS3035RES200mN2530400E3921400,0,CRS3035RES1000mN2530000E3921000,0,CRS3035RES1000mN2530000E3921000,597357,1462,341,30,312,57,39521556.6,50387,741,0,151,15,70,505,0,105,76.5,39.5,49.5,105.5,117,470,276,116,144,68,0,81,741,"69383,69386"
CRS3035RES200mN2530400E3921600,0,CRS3035RES1000mN2530000E3921000,0,CRS3035RES1000mN2530000E3921000,597355,1096,329,19,184,49,26711832.5,35550,598,3,333,2,92,174,0,37,65,21.5,49,61,119.5,411,190,62,80,36,1,100,601,"69383,69266,69386"
CRS3035RES200mN2530600E3915000,0,CRS3035RES1000mN2530000E3915000,0,CRS3035RES1000mN2530000E3915000,597076,305.5,90,4,122,12,9060424.6,12932,161,11,4,3,163,2,0,0,10,4,10,15.5,26,60,60,35,71,14,0,9,172,"69244,69385"
CRS3035RES200mN2530600E3915200,0,CRS3035RES1000mN2530000E3915000,0,CRS3035RES1000mN2530000E3915000,597080,365,97,8,152,15,11518580.8,17545,186,11,4,49,143,1,0,0,9,4,15,24,24,47,79,33,77,53,0,13,197,"69385,69244"
CRS3035RES200mN2530600E3915400,0,CRS3035RES1000mN2530000E3915000,0,CRS3035RES1000mN2530000E3915000,597084,568,105,21,39,47,10258279.6,18530,252,2,0,47,207,0,0,206,38.5,21,54.5,54,28,89,117,67,81,18,0,54,254,69385
CRS3035RES200mN2530600E3915600,0,CRS3035RES1000mN2530000E3915000,0,CRS3035RES1000mN2530000E3915000,597086,714.5,173,10,262,39,19094393.5,29298,374,0,0,374,0,0,0,33,31,12.5,20.5,50,48.5,122,130,89,129,81,1,24,374,69385
CRS3035RES200mN2530600E3915800,0,CRS3035RES1000mN2530000E3915000,0,CRS3035RES1000mN2530000E3915000,597068,150,27,9,18,5,2833084.8,4069,64,0,0,41,23,0,0,39,7,7,17,14,6,22,29,21,22,5,0,6,64,69385
CRS3035RES200mN2530600E3916000,0,CRS3035RES1000mN2530000E3916000,0,CRS3035RES1000mN2530000E3916000,597161,224.5,34,12,0,15,3331594.5,6664,87,0,0,0,87,0,0,87,11,6,15.5,27,27,33,50,21,26,8,0,24,87,69385
CRS3035RES200mN2530600E3916200,0,CRS3035RES1000mN2530000E3916000,0,CRS3035RES1000mN2530000E3916000,597173,802,115,48,1,65,12019247.6,22928,310,0,0,0,310,0,0,309,59.5,17.5,75,80,54,153,150,98,85,19,11,106,310,69385
CRS3035RES200mN2530600E3916400,0,CRS3035RES1000mN2530000E3916000,0,CRS3035RES1000mN2530000E3916000,597170,405.5,76,7,163,15,10999085.3,20228,194,3,0,0,197,0,0,0,19,10.5,16,29,16,61,69,43,88,54,0,12,197,"69385,69389"
CRS3035RES200mN2530600E3916600,0,CRS3035RES1000mN2530000E3916000,0,CRS3035RES1000mN2530000E3916000,597157,115,7,6,23,7,2900039.1,3436,13,25,0,38,0,0,0,13,7,4,12.5,17.5,5,12,28,6,7,16,0,9,38,"69389,69385"
CRS3035RES200mN2530600E3916800,0,CRS3035RES1000mN2530000E3916000,0,CRS3035RES1000mN2530000E3916000,597167,334.5,67,8,111,19,8552971.5,11218,142,18,0,150,6,4,0,0,15,7,18,25.5,32,78,64,28,50,16,1,13,160,69389
CRS3035RES200mN2530600E3917000,1,CRS3035RES1000mN2530000E3917000,0,CRS3035RES1000mN2530000E3917000,597114,11,1.3,1,2.3,0.3,356599.9,360,1.3,2.7,1,1.7,1.3,0,0,1,0,0.3,0.7,2,1.3,0.7,3,0.3,2.3,0.4,0,1,4,"69385,69389"
CRS3035RES200mN2530600E3917400,0,CRS3035RES1000mN2530000E3917000,0,CRS3035RES1000mN2530000E3917000,597123,302.5,68,14,0,26,4426804.9,6926,142,0,0,142,0,0,0,142,16,16,22,33,18.5,62,62,32,33,7,1,43,142,69385
CRS3035RES200mN2530600E3918000,1,CRS3035RES1000mN2530000E3918000,0,CRS3035RES1000mN2530000E3918000,597197,3,0.3,0.1,0.6,0.2,112502.5,137.6,1.1,0.2,0.5,0.8,0,0,0,0,0,0,0.1,0.3,0.4,0.5,0.5,0.4,0.5,0.3,0,0.1,1.3,69385
CRS3035RES200mN2530600E3918200,0,CRS3035RES1000mN2530000E3918000,0,CRS3035RES1000mN2530000E3918000,597207,352,107,7,57,20,9433682.1,13572.4,190,2,157,5,20,9,1,18,15,9,17.5,28.5,37,113,76,31,23,2,0,29,192,69385
CRS3035RES200mN2530600E3918400,0,CRS3035RES1000mN2530000E3918000,0,CRS3035RES1000mN2530000E3918000,597214,828.5,288,20,125,40,21433227,33796.4,484,1,451,2,15,17,0,65,24,15.5,35,39,100,262,169,91,72,20,1,99,485,69385
CRS3035RES200mN2530600E3918600,1,CRS3035RES1000mN2530000E3918000,0,CRS3035RES1000mN2530000E3918000,597197,8,0.7,0.3,1.6,0.6,300006.7,366.8,2.9,0.4,1.1,2.2,0,0,0,0,0,0,0.2,0.6,1.2,1.5,1.3,1.2,1.3,0.7,0,0.1,3.3,"69382,69385"
CRS3035RES200mN2530600E3918800,0,CRS3035RES1000mN2530000E3918000,0,CRS3035RES1000mN2530000E3918000,597217,1030,314,17,177,50,30789678.9,45305.1,573,4,451,8,100,16,2,57,50,20.5,40,52.5,107,334,168,79,125,53,1,73,577,69382
CRS3035RES200mN2530600E3919000,0,CRS3035RES1000mN2530000E3919000,0,CRS3035RES200mN2530600E3919000,597228,301.5,93,3,48,12,9401334.2,12733,170,0,170,0,0,0,0,7,11,6,7,14.5,45,105,50,26,26,11,0,23,170,69382
CRS3035RES200mN2530600E3919200,0,CRS3035RES1000mN2530000E3919000,0,CRS3035RES200mN2530600E3919200,597221,119.5,41,2,25,2,3475820.6,5526,69,0,65,4,0,0,0,7,4,2,5.5,7,12,40,17,17,13,2,0,9,69,"69382,69383"
CRS3035RES200mN2530600E3919400,0,CRS3035RES1000mN2530000E3919000,0,CRS3035RES200mN2530600E3919400,597224,249.5,55,7,41,8,8336470.2,12051.9,118,0,117,0,0,0,1,0,15,6.5,14,20,22,74,43,17,26,12,0,5,118,"69386,69383,69382"
CRS3035RES200mN2530600E3919600,0,CRS3035RES1000mN2530000E3919000,0,CRS3035RES200mN2530600E3919600,597241,1268.5,285,40,261,43,40748205.2,54746.9,617,3,553,14,8,32,13,39,67,23.5,57,85.5,112.5,339,209,129,154,88,4,51,620,"69386,69383"
CRS3035RES200mN2530600E3919800,0,CRS3035RES1000mN2530000E3919000,0,CRS3035RES200mN2530600E3919800,597238,971.5,170,34,249,28,34261280.4,42184.7,432,2,207,127,32,67,1,1,48,24,47,72,83.5,203,178,79,164,72,1,26,434,"69386,69383"
CRS3035RES200mN2530600E3920000,0,CRS3035RES1000mN2530000E3920000,0,CRS3035RES1000mN2530000E3920000,597304,634.5,215,13,179,24,20120451.4,24799,367,0,107,17,182,61,0,12,27,8,25.5,28,42,175,108,38,84,99,0,23,367,"69386,69383"
CRS3035RES200mN2530600E3920200,0,CRS3035RES1000mN2530000E3920000,0,CRS3035RES1000mN2530000E3920000,597305,779,155,22,186,33,24408247.8,29955,370,0,101,80,145,44,0,0,41,22.5,35,53,67.5,202,143,72,86,57,0,30,370,"69386,69383"
CRS3035RES200mN2530600E3920400,0,CRS3035RES1000mN2530000E3920000,0,CRS3035RES1000mN2530000E3920000,597300,391.5,117,7,84,10,11658794.9,15073,214,0,109,13,33,59,0,34,14,9,15.5,16,36,117,76,39,41,28,0,20,214,"69386,69383"
CRS3035RES200mN2530600E3920600,0,CRS3035RES1000mN2530000E3920000,0,CRS3035RES1000mN2530000E3920000,597311,1195,337,26,190,66,31774935.3,41739.7,638,1,285,100,187,64,3,151,51,24,48,85,96,330,240,105,130,76,10,86,639,"69386,69383"
CRS3035RES200mN2530600E3920800,0,CRS3035RES1000mN2530000E3920000,0,CRS3035RES1000mN2530000E3920000,597306,875,154,21,163,53,24048704.7,32950.9,404,0,236,167,0,0,1,111,48.5,24.5,45.5,73.5,60,197,179,89,96,61,1,49,404,69386
CRS3035RES200mN2530600E3921000,0,CRS3035RES1000mN2530000E3921000,0,CRS3035RES1000mN2530000E3921000,597336,251,58,9,66,11,7417189.7,9188,125,0,10,0,18,97,0,0,7,2,9,27,22,38,53,34,42,17,0,12,125,69386
CRS3035RES200mN2530600E3921200,0,CRS3035RES1000mN2530000E3921000,0,CRS3035RES1000mN2530000E3921000,597345,706.5,182,13,142,33,20544887.8,25020,364,6,136,89,92,53,0,24,31,13,25,55.5,58,215,134,48,82,45,0,32,370,69386
CRS3035RES200mN2530600E3921400,0,CRS3035RES1000mN2530000E3921000,0,CRS3035RES1000mN2530000E3921000,597349,916,269,23,103,57,20342948.7,27881.9,483,6,294,68,21,105,1,134,30,19,51.5,77.5,98,282,189,74,69,24,2,100,489,69386
CRS3035RES200mN2530600E3921600,0,CRS3035RES1000mN2530000E3921000,0,CRS3035RES1000mN2530000E3921000,597354,1014,310,24,136,50,21350957.1,31420,552,1,294,45,78,136,0,168,52.5,21.5,50,65,93,347,199,89,75,20,2,95,553,"69266,69386"
CRS3035RES200mN2530800E3915200,0,CRS3035RES1000mN2530000E3915000,0,CRS3035RES1000mN2530000E3915000,597067,94.5,21,1,32,1,3397327.4,5363,42,7,3,5,16,25,0,0,0,2,1,4.5,6,10,17,18,20,16,0,3,49,"69385,69244"
CRS3035RES200mN2530800E3915400,0,CRS3035RES1000mN2530000E3915000,0,CRS3035RES1000mN2530000E3915000,597081,470.5,69,16,32,37,9019337.9,15625,200,0,0,152,48,0,0,159,18.5,20.5,37.5,53,33,66,70,65,70,37,0,27,200,69385
CRS3035RES200mN2530800E3915600,0,CRS3035RES1000mN2530000E3915000,0,CRS3035RES1000mN2530000E3915000,597075,317.5,75,9,48,28,6092800.9,9866,160,0,0,160,0,0,0,78,21.5,7.5,19.5,28,24,59,60,33,33,32,0,31,160,"69385,69389"
CRS3035RES200mN2530800E3915800,0,CRS3035RES1000mN2530000E3915000,0,CRS3035RES1000mN2530000E3915000,597085,584.5,101,25,3,39,10547404.7,19215,255,2,0,2,255,0,0,254,46,13,39,59,36.5,87,84,82,89,42,7,37,257,"69385,69389"
CRS3035RES200mN2530800E3916200,0,CRS3035RES1000mN2530000E3916000,0,CRS3035RES1000mN2530000E3916000,597166,309.5,74,6,120,11,7795582.9,12020,160,0,0,0,160,0,0,0,18,4,15,20.5,14,54,54,32,58,40,0,10,160,"69389,69385"
CRS3035RES200mN2530800E3916400,0,CRS3035RES1000mN2530000E3916000,0,CRS3035RES1000mN2530000E3916000,597155,31.5,19,1,0,1,553509.9,897,23,0,0,23,0,0,0,23,0.5,0,1,2,2,7,6,4,6,3,0,3,23,"69389,69385"
CRS3035RES200mN2530800E3916600,0,CRS3035RES1000mN2530000E3916000,0,CRS3035RES1000mN2530000E3916000,597174,661,147,27,2,51,10834658,18770,322,0,0,298,0,24,0,320,52,17,42,49,42,128,108,76,95,51,1,71,322,69389
CRS3035RES200mN2530800E3916800,0,CRS3035RES1000mN2530000E3916000,0,CRS3035RES1000mN2530000E3916000,597169,358,68,5,88,21,8683266.7,12874,177,0,0,15,100,62,0,47,22,5,15,22,21,96,71,35,50,19,2,21,177,69389
CRS3035RES200mN2530800E3917000,1,CRS3035RES1000mN2530000E3917000,0,CRS3035RES1000mN2530000E3917000,597114,4,0.5,0.4,0.8,0.1,129672.7,130.9,0.5,1,0.4,0.6,0.5,0,0,0.4,0,0.1,0.2,0.7,0.5,0.3,1.1,0.1,0.9,0.1,0,0.4,1.5,"69385,69389"
CRS3035RES200mN2530800E3917400,1,CRS3035RES1000mN2530000E3917000,0,CRS3035RES1000mN2530000E3917000,597114,12,1.5,1.1,2.5,0.4,389018.1,392.7,1.5,2.9,1.1,1.8,1.5,0,0,1.1,0,0.4,0.7,2.2,1.4,0.7,3.3,0.4,2.5,0.4,0,1.1,4.4,"69385,69389"
CRS3035RES200mN2530800E3917600,1,CRS3035RES1000mN2530000E3917000,0,CRS3035RES1000mN2530000E3917000,597114,6,0.7,0.5,1.3,0.2,194509,196.4,0.7,1.5,0.6,0.9,0.7,0,0,0.5,0,0.2,0.3,1.1,0.7,0.4,1.6,0.2,1.3,0.2,0,0.5,2.2,"69385,69389"
CRS3035RES200mN2530800E3917800,0,CRS3035RES1000mN2530000E3917000,0,CRS3035RES1000mN2530000E3917000,597115,35.5,3,2,8,0,1208280.3,1481,8,3,11,0,0,0,0,1,2,0,7,3.5,2,1,6,8,4,0,2,2,11,"69385,69389"
CRS3035RES200mN2530800E3918000,1,CRS3035RES1000mN2530000E3918000,0,CRS3035RES1000mN2530000E3918000,597197,7,0.6,0.3,1.4,0.5,262505.8,321,2.5,0.4,1,1.9,0,0,0,0,0,0,0.2,0.6,1,1.3,1.1,1,1.2,0.6,0,0.1,2.9,69385
CRS3035RES200mN2530800E3918200,0,CRS3035RES1000mN2530000E3918000,0,CRS3035RES1000mN2530000E3918000,597201,124,43,1,18,10,3164303.6,5096,72,2,59,14,0,1,0,21,1,0,2,15,13,34,32,9,13,5,0,9,74,69385
CRS3035RES200mN2530800E3918400,0,CRS3035RES1000mN2530000E3918000,0,CRS3035RES1000mN2530000E3918000,597212,752,279,11,117,31,19109374.8,28077.1,452,1,449,0,0,4,0,85,27,13.5,23,52,61.5,266,151,80,58,19,1,95,453,69385
CRS3035RES200mN2530800E3918600,0,CRS3035RES1000mN2530000E3918000,0,CRS3035RES1000mN2530000E3918000,597204,229,69,2,45,9,7298416.9,10384,129,0,126,0,0,3,0,0,6,1,6.5,13.5,24,69,49,29,22,9,0,14,129,"69381,69385,69382"
CRS3035RES200mN2530800E3918800,0,CRS3035RES1000mN2530000E3918000,0,CRS3035RES1000mN2530000E3918000,597215,833,270,13,134,33,23055571.6,34460,486,0,455,10,10,11,0,27,25.5,9,30.5,37,75,327,154,72,73,30,0,62,486,"69381,69382"
CRS3035RES200mN2530800E3919000,0,CRS3035RES1000mN2530000E3919000,0,CRS3035RES200mN2530800E3919000,597236,719,225,16,60,28,19397875.2,28770.6,396,0,379,10,6,0,1,48,35.5,15,28,36.5,84,270,125,54,50,20,1,65,396,"69382,69381"
CRS3035RES200mN2530800E3919200,0,CRS3035RES1000mN2530000E3919000,0,CRS3035RES200mN2530800E3919200,597222,153,34,2,16,10,4376448.4,6561,76,0,76,0,0,0,0,20,7,4.5,7.5,9,23,51,30,10,9,2,0,12,76,"69382,69381"
CRS3035RES200mN2530800E3919400,0,CRS3035RES1000mN2530000E3919000,0,CRS3035RES200mN2530800E3919400,597225,313.5,59,14,68,7,11336410.1,15515.8,142,1,141,0,0,0,2,0,11,5,10.5,29,28,75,59,34,43,19,0,14,143,"69386,69382,69381"
CRS3035RES200mN2530800E3919600,0,CRS3035RES1000mN2530000E3919000,0,CRS3035RES200mN2530800E3919600,597242,1266.5,350,34,231,48,38029591.6,46737.6,666,4,611,11,0,46,2,31,59,24,59.5,86.5,120.5,388,237,102,132,54,4,89,670,69386
CRS3035RES200mN2530800E3919800,0,CRS3035RES1000mN2530000E3919000,0,CRS3035RES200mN2530800E3919800,597229,484.5,107,12,105,21,16356704.9,20503.9,238,0,92,27,29,89,1,10,14,8,17.5,43.5,49.5,107,100,53,57,35,0,26,238,69386
CRS3035RES200mN2530800E3920000,0,CRS3035RES1000mN2530000E3920000,0,CRS3035RES1000mN2530000E3920000,597312,1436,338,35,345,54,44062679.9,53902,715,0,151,35,442,87,0,109,62,27.5,59.5,110,110,255,265,181,195,170,1,77,715,69386
CRS3035RES200mN2530800E3920200,0,CRS3035RES1000mN2530000E3920000,0,CRS3035RES1000mN2530000E3920000,597308,1021,224,17,257,35,30581868.5,38657,513,0,11,121,381,0,0,70,44,23,49.5,62,56.5,245,174,108,144,115,0,49,513,69386
CRS3035RES200mN2530800E3920400,0,CRS3035RES1000mN2530000E3920000,0,CRS3035RES1000mN2530000E3920000,597310,1197.5,313,23,183,70,32262937,42374.9,630,0,207,145,212,65,1,172,49,20.5,46.5,78.5,105,336,230,147,127,55,3,103,630,69386
CRS3035RES200mN2530800E3920600,0,CRS3035RES1000mN2530000E3920000,0,CRS3035RES1000mN2530000E3920000,597309,980,313,19,110,46,26581753.8,35033,546,0,429,1,77,39,0,95,39,21.5,44,72,85.5,313,204,97,69,34,1,62,546,69386
CRS3035RES200mN2530800E3920800,0,CRS3035RES1000mN2530000E3920000,0,CRS3035RES1000mN2530000E3920000,597298,489,62,15,127,20,16675894.4,20342,204,1,185,20,0,0,0,20,29.5,15,30,36,42.5,82,97,56,68,33,0,11,205,69386
CRS3035RES200mN2530800E3921000,1,CRS3035RES1000mN2530000E3921000,0,CRS3035RES1000mN2530000E3921000,597334,7.5,2.2,0.1,0.8,0.6,163145.5,244.5,4.2,0,0,4.1,0,0.1,0,0.2,0.5,0.2,0.1,0.5,0.9,1.8,1.7,0.6,0.7,0.5,0,0.4,4.2,69386
CRS3035RES200mN2530800E3921200,0,CRS3035RES1000mN2530000E3921000,0,CRS3035RES1000mN2530000E3921000,597343,579.5,162,9,125,22,16901326.7,22278.9,314,2,134,5,51,125,1,0,15,5,22.5,37,65,174,106,71,57,27,0,35,316,69386
CRS3035RES200mN2530800E3921400,0,CRS3035RES1000mN2530000E3921000,0,CRS3035RES1000mN2530000E3921000,597351,1025,266,25,220,46,28099007.4,34221,508,5,194,20,25,274,0,30,65,31,62,72,109,309,196,88,73,19,1,73,513,"69386,69266"
CRS3035RES200mN2530800E3921600,0,CRS3035RES1000mN2530000E3921000,0,CRS3035RES1000mN2530000E3921000,597347,945,233,30,177,47,20781131.6,26971,467,4,146,129,24,172,0,16,56,22.5,42,64,92.5,339,165,66,64,34,0,83,471,"69266,69386"
CRS3035RES200mN2531000E3915200,0,CRS3035RES1000mN2531000E3915000,0,CRS3035RES1000mN2531000E3915000,597051,206.5,32,4,68,13,4688223.6,6766,87,5,5,87,0,0,0,0,7,2.5,13,14,27,38,38,29,29,9,0,10,92,"69244,69389,69385"
CRS3035RES200mN2531000E3915400,0,CRS3035RES1000mN2531000E3915000,0,CRS3035RES1000mN2531000E3915000,597063,521,99,15,169,27,12635367.1,17115,244,3,2,145,99,1,0,2,28,10,34,30,46,129,108,40,79,16,1,20,247,"69389,69385"
CRS3035RES200mN2531000E3915600,0,CRS3035RES1000mN2531000E3915000,0,CRS3035RES1000mN2531000E3915000,597061,397,75,11,129,17,10214513.8,15276,184,0,0,3,181,0,0,17,20,14,18.5,29.5,28,76,58,55,69,29,0,15,184,"69389,69385"
