Idcar_200m,I_est_200,Idcar_1km,I_est_1km,Idcar_nat,Groupe,Ind,Men_1ind,Men_5ind,Men_prop,Men_fmp,Ind_snv,Men_surf,Men_coll,Men_mais,Log_av45,Log_45_70,Log_70_90,Log_ap90,Log_inc,Log_soc,Ind_0_3,Ind_4_5,Ind_6_10,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_55_64,Ind_65_79,Ind_80p,Ind_inc,Men_pauv,Men,lcog_geo
CRS3035RES200mN2533000E3920200,0,CRS3035RES1000mN2533000E3920000,0,CRS3035RES1000mN2533000E3920000,599117,353.5,74,9,62,19,8022158.9,11753.2,171,0,66,55,38,11,1,44,22,7,21,18,25.5,86,84,26,34,23,7,34,171,"69034,69386"
CRS3035RES200mN2533200E3915800,0,CRS3035RES1000mN2533000E3915000,0,CRS3035RES1000mN2533000E3915000,598897,67.5,17,3,28,3,1274245.4,2274,31,2,0,0,1,32,0,0,7,2,2,4.5,6,22,20,2,2,0,0,2,33,"69389,69081"
CRS3035RES200mN2533200E3916000,0,CRS3035RES1000mN2533000E3916000,0,CRS3035RES1000mN2533000E3916000,598962,537.5,94,23,152,27,11425200.5,17280,234,1,0,0,78,157,0,35,47.5,25,42,39,49,134,97,53,40,11,0,29,235,69389
CRS3035RES200mN2533200E3916200,1,CRS3035RES1000mN2533000E3916000,0,CRS3035RES1000mN2533000E3916000,598948,29.5,3,0.6,1.8,1.8,839183.5,1122.8,10.4,1.8,3.1,9.1,0,0,0,0,0,0.6,1.5,1.8,3.7,4.9,9.7,4.9,2.4,0,0,0,12.2,69389
CRS3035RES200mN2533200E3916400,0,CRS3035RES1000mN2533000E3916000,0,CRS3035RES1000mN2533000E3916000,598953,117,41,1,54,6,2580220.9,4857,71,0,0,0,71,0,0,0,7,3,3,2,7,33,13,12,20,16,1,6,71,69389
CRS3035RES200mN2533200E3916600,0,CRS3035RES1000mN2533000E3916000,0,CRS3035RES1000mN2533000E3916000,598952,87.5,28,1,41,4,2423152.8,3955,51,1,0,0,52,0,0,0,4,1.5,4,1,4,22,13,11,13,14,0,2,52,69389
CRS3035RES200mN2533200E3916800,0,CRS3035RES1000mN2533000E3916000,0,CRS3035RES1000mN2533000E3916000,598961,381.5,94,11,78,18,7750623.9,12612,181,12,0,98,23,72,0,80,18,8,25,30.5,19,70,81,42,75,12,1,46,193,69389
CRS3035RES200mN2533200E3917000,0,CRS3035RES1000mN2533000E3917000,0,CRS3035RES1000mN2533000E3917000,598917,158,16,11,0,10,2649214.4,3768,55,1,0,42,0,14,0,35,20.5,3,9.5,27,11,38,25,9,11,4,0,12,56,69389
CRS3035RES200mN2533200E3917200,0,CRS3035RES1000mN2533000E3917000,0,CRS3035RES1000mN2533000E3917000,598925,378,84,13,41,23,8338388.6,10751.5,175,4,67,0,0,111,1,62,42,15,27.5,18.5,24,130,77,30,12,1,1,40,179,69389
CRS3035RES200mN2533200E3917400,1,CRS3035RES1000mN2533000E3917000,0,CRS3035RES1000mN2533000E3917000,598913,16,3.1,0.5,4,0.9,459800.2,615.6,6,1.6,5.2,0.8,0,1.6,0,1.3,0.4,0.4,1.4,1.4,1.1,4.7,2.5,2.9,0.7,0.5,0,1.1,7.6,"69389,69384"
CRS3035RES200mN2533200E3917800,0,CRS3035RES1000mN2533000E3917000,0,CRS3035RES1000mN2533000E3917000,598921,165,53,3,53,12,5086321.2,6585,95,1,0,0,70,26,0,0,6,6.5,7,9,13.5,39,47,26,9,2,0,7,96,69384
CRS3035RES200mN2533200E3918000,1,CRS3035RES1000mN2533000E3918000,0,CRS3035RES1000mN2533000E3918000,598987,40,7,1.4,15.4,1.4,1543325.9,2176.8,4.9,12.6,10.5,4.2,1.4,1.4,0,0,1.4,0,0.7,3.5,4.2,8.4,8.5,5.6,6.3,1.4,0,0.7,17.5,"69384,69034"
CRS3035RES200mN2533200E3918200,1,CRS3035RES1000mN2533000E3918000,0,CRS3035RES1000mN2533000E3918000,598987,17,3,0.6,6.6,0.6,655913.5,925.2,2.1,5.4,4.5,1.8,0.6,0.6,0,0,0.6,0,0.3,1.5,1.8,3.5,3.6,2.4,2.7,0.6,0,0.3,7.5,"69034,69384"
CRS3035RES200mN2533400E3915400,0,CRS3035RES1000mN2533000E3915000,0,CRS3035RES1000mN2533000E3915000,598904,289,29,22,5,10,4806920.2,7170,90,10,6,36,1,57,0,86,22,11,29,27,22,52,51,38,31,6,0,35,100,"69389,69081"
CRS3035RES200mN2533400E3915600,0,CRS3035RES1000mN2533000E3915000,0,CRS3035RES1000mN2533000E3915000,598907,360.5,35,24,62,25,6269766.2,8992,115,12,6,51,3,67,0,52,33,18.5,31.5,34.5,38,87,60,39,15,4,0,41,127,"69389,69081"
CRS3035RES200mN2533400E3915800,0,CRS3035RES1000mN2533000E3915000,0,CRS3035RES1000mN2533000E3915000,598900,177,33,8,2,10,2661313.5,3881,71,2,1,0,1,71,0,13,14,8,14.5,27.5,27,47,27,4,7,1,0,33,73,"69389,69081"
CRS3035RES200mN2533400E3916000,0,CRS3035RES1000mN2533000E3916000,0,CRS3035RES1000mN2533000E3916000,598965,729,97,41,95,27,12794458.7,17903,275,0,0,0,0,275,0,161,51,30,59,72.5,57.5,199,130,53,54,19,4,55,275,69389
CRS3035RES200mN2533400E3916400,0,CRS3035RES1000mN2533000E3916000,0,CRS3035RES1000mN2533000E3916000,598966,727,126,42,0,47,10695465.6,17383,298,0,0,298,0,0,0,297,40.5,28.5,58.5,77.5,50,106,154,89,79,43,1,100,298,69389
CRS3035RES200mN2533400E3916600,0,CRS3035RES1000mN2533000E3916000,0,CRS3035RES1000mN2533000E3916000,598963,515,121,7,202,23,12277919.4,20130,268,0,0,156,112,0,0,0,32,14,17,29,31,116,100,51,83,42,0,22,268,69389
CRS3035RES200mN2533400E3916800,0,CRS3035RES1000mN2533000E3916000,0,CRS3035RES1000mN2533000E3916000,598959,410,48,20,104,24,7737404.8,10808,167,0,105,62,0,0,0,6,23,10,25,40,33,86,95,35,51,7,5,31,167,69389
CRS3035RES200mN2533400E3917000,0,CRS3035RES1000mN2533000E3917000,0,CRS3035RES1000mN2533000E3917000,598926,432,69,20,34,21,7687774,12399,159,21,25,95,0,60,0,115,42,16,38.5,42.5,18,117,79,25,37,16,1,44,180,69389
CRS3035RES200mN2533400E3917200,1,CRS3035RES1000mN2533000E3917000,0,CRS3035RES1000mN2533000E3917000,598913,12,2.3,0.4,3,0.7,344850.2,461.7,4.5,1.2,3.9,0.6,0,1.2,0,0.9,0.3,0.3,1.1,1.1,0.8,3.5,1.9,2.1,0.5,0.4,0,0.8,5.7,69389
CRS3035RES200mN2533400E3917800,0,CRS3035RES1000mN2533000E3917000,0,CRS3035RES1000mN2533000E3917000,598918,134.5,19,1,46,7,4298129.9,5943,63,0,0,0,63,0,0,0,3.5,5,5,12,11,14,34,15,31,4,0,4,63,"69384,69389"
CRS3035RES200mN2533400E3918000,0,CRS3035RES1000mN2533000E3918000,0,CRS3035RES1000mN2533000E3918000,599004,300.5,66,6,102,7,11043886.9,13325,139,11,1,0,140,9,0,0,11,1,13.5,24,21,45,77,37,55,16,0,6,150,"69384,69034"
CRS3035RES200mN2533400E3918200,0,CRS3035RES1000mN2533000E3918000,0,CRS3035RES1000mN2533000E3918000,598996,215,38,3,53,12,7193294.6,8032,87,13,5,1,0,94,0,0,15,3,7,20,15,52,53,24,20,6,0,3,100,"69034,69384"
CRS3035RES200mN2533600E3915200,1,CRS3035RES1000mN2533000E3915000,0,CRS3035RES1000mN2533000E3915000,598895,2,0.1,0.2,0.4,0.1,69553.6,88,0.1,0.5,0.1,0.2,0.1,0.2,0,0,0,0,0.2,0.2,0.3,0.2,0.6,0.1,0.2,0.2,0,0,0.6,"69081,69389"
CRS3035RES200mN2533600E3915400,0,CRS3035RES1000mN2533000E3915000,0,CRS3035RES1000mN2533000E3915000,598898,73,19,2,0,9,1065246.4,2259,36,0,0,35,1,0,0,35,3,2,6,8,6,10,11,14,10,3,0,13,36,"69389,69081"
CRS3035RES200mN2533600E3915600,0,CRS3035RES1000mN2533000E3915000,0,CRS3035RES1000mN2533000E3915000,598912,760.5,120,49,30,48,11381239.9,19422,300,0,0,300,0,0,0,264,38.5,32,63,93,42,142,131,89,83,47,0,101,300,69389
CRS3035RES200mN2533600E3915800,0,CRS3035RES1000mN2533000E3915000,0,CRS3035RES1000mN2533000E3915000,598909,382,89,15,19,26,6013762.5,10504,177,0,0,91,42,44,0,144,25.5,18,39.5,28,23,74,69,25,49,31,0,55,177,"69389,69040"
CRS3035RES200mN2533600E3916000,0,CRS3035RES1000mN2533000E3916000,0,CRS3035RES1000mN2533000E3916000,598964,758,77,49,67,45,12336219,19090,269,0,0,107,0,162,0,189,75,35.5,67.5,78,65,193,121,46,52,23,2,75,269,"69389,69040"
CRS3035RES200mN2533600E3916400,0,CRS3035RES1000mN2533000E3916000,0,CRS3035RES1000mN2533000E3916000,598954,213,24,11,27,7,4067314.7,7255,78,0,0,0,37,41,0,41,18,14,24,14,13,55,22,15,20,18,0,9,78,69389
CRS3035RES200mN2533600E3916600,0,CRS3035RES1000mN2533000E3916000,0,CRS3035RES1000mN2533000E3916000,598967,932.5,141,45,82,66,16225860.9,27202,380,0,0,380,0,0,0,276,69.5,41,84.5,84.5,48,168,175,106,100,46,10,88,380,69389
CRS3035RES200mN2533600E3916800,1,CRS3035RES1000mN2533000E3916000,0,CRS3035RES1000mN2533000E3916000,598948,9,0.9,0.2,0.6,0.6,256022.1,342.6,3.1,0.6,0.9,2.8,0,0,0,0,0,0.2,0.5,0.5,1.1,1.5,3,1.5,0.7,0,0,0,3.7,"69389,69194"
CRS3035RES200mN2533600E3917000,0,CRS3035RES1000mN2533000E3917000,0,CRS3035RES1000mN2533000E3917000,598923,263.5,61,9,23,23,4857339.3,7058,127,5,131,1,0,0,0,94,18.5,5,15.5,19.5,19,57,62,21,27,19,0,32,132,"69389,69194"
CRS3035RES200mN2533600E3917400,0,CRS3035RES1000mN2533000E3917000,0,CRS3035RES1000mN2533000E3917000,598915,36,12,1,9,2,759663.2,1178,20,1,17,1,0,3,0,0,2,1,1,1,5,16,3,3,1,3,0,7,21,69389
CRS3035RES200mN2533600E3917600,0,CRS3035RES1000mN2533000E3917000,0,CRS3035RES1000mN2533000E3917000,598916,66,13,4,4,2,1062833.8,2031,23,3,24,0,2,0,0,15,2,1,7,11,6,12,11,8,6,0,2,11,26,69389
CRS3035RES200mN2533600E3917800,0,CRS3035RES1000mN2533000E3917000,0,CRS3035RES1000mN2533000E3917000,598919,122.5,30,0,10,3,3530803.9,3930,70,0,0,0,0,70,0,0,11,0,0,0.5,15,80,9,3,4,0,0,4,70,"69389,69384,69034"
CRS3035RES200mN2533600E3918000,0,CRS3035RES1000mN2533000E3918000,0,CRS3035RES1000mN2533000E3918000,598994,200,40,2,72,15,5039850.9,6509,95,2,0,97,0,0,0,0,13,10,18,12,8,57,54,14,8,6,0,7,97,"69034,69384,69389"
CRS3035RES200mN2533800E3915400,0,CRS3035RES1000mN2533000E3915000,0,CRS3035RES1000mN2533000E3915000,598902,246.5,26,14,5,14,4193774.7,7651,83,4,0,87,0,0,0,82,21,9,28,26,16,40.5,37,19,30,19,1,16,87,"69081,69389,69040"
CRS3035RES200mN2533800E3915600,0,CRS3035RES1000mN2533000E3915000,0,CRS3035RES1000mN2533000E3915000,598905,279,44,17,32,18,5104234.2,8016,109,4,3,52,0,58,0,70,26,8,18.5,37.5,16,54,58,27,23,11,0,36,113,"69389,69040"
CRS3035RES200mN2533800E3915800,0,CRS3035RES1000mN2533000E3915000,0,CRS3035RES1000mN2533000E3915000,598911,590.5,142,19,64,34,10614798.7,18693,284,3,1,148,109,29,0,211,31,17,46.5,45,29,96,101,68,95,53,9,84,287,"69040,69389"
CRS3035RES200mN2533800E3916000,0,CRS3035RES1000mN2533000E3916000,0,CRS3035RES1000mN2533000E3916000,598957,344.5,53,8,41,15,7793832.8,9529,127,22,12,0,2,135,0,51,30,11,28.5,18,19,122,60,31,17,8,0,14,149,"69040,69389"
CRS3035RES200mN2533800E3916200,0,CRS3035RES1000mN2533000E3916000,0,CRS3035RES1000mN2533000E3916000,598956,293,15,19,1,10,6141733.3,7793,93,1,9,47,0,38,0,76,26,17,20,37,19,76,51,21,20,6,0,15,94,"69389,69040"
CRS3035RES200mN2533800E3916400,0,CRS3035RES1000mN2533000E3916000,0,CRS3035RES1000mN2533000E3916000,598960,325.5,85,3,133,20,7924709.2,13469,174,3,2,159,0,16,0,0,8,5,10.5,14,20,59,60,54,64,31,0,15,177,"69389,69040"
CRS3035RES200mN2533800E3916600,0,CRS3035RES1000mN2533000E3916000,0,CRS3035RES1000mN2533000E3916000,598949,38,6,2,5,0,637747.3,1007,10,3,11,2,0,0,0,0,3,0,4,3,2,6,10,4,5,1,0,6,13,"69389,69194,69040"
CRS3035RES200mN2533800E3916800,1,CRS3035RES1000mN2533000E3916000,0,CRS3035RES1000mN2533000E3916000,598948,10,1,0.2,0.6,0.6,284469,380.6,3.5,0.6,1,3.1,0,0,0,0,0,0.2,0.5,0.6,1.2,1.7,3.3,1.7,0.8,0,0,0,4.1,"69194,69389"
CRS3035RES200mN2533800E3917000,0,CRS3035RES1000mN2533000E3917000,0,CRS3035RES1000mN2533000E3917000,598914,34.5,9,2,4,3,806805.7,1306,13,4,15,0,2,0,0,6,1,1,2,1.5,7,9,6,1,3,3,0,6,17,"69194,69389"
CRS3035RES200mN2533800E3917200,0,CRS3035RES1000mN2533000E3917000,0,CRS3035RES1000mN2533000E3917000,598922,331.5,36,22,13,29,5742732.2,8391,115,15,0,129,1,0,0,115,24.5,7,22,29,27,59,60,53,29,21,0,33,130,"69389,69194"
CRS3035RES200mN2533800E3917400,1,CRS3035RES1000mN2533000E3917000,0,CRS3035RES1000mN2533000E3917000,598913,14,2.7,0.5,3.5,0.8,402325.2,538.6,5.2,1.4,4.6,0.6,0,1.4,0,1.1,0.3,0.3,1.3,1.3,0.9,4.1,2.2,2.5,0.6,0.5,0,0.9,6.6,69389
CRS3035RES200mN2533800E3917600,1,CRS3035RES1000mN2533000E3917000,0,CRS3035RES1000mN2533000E3917000,598913,14,2.7,0.5,3.5,0.8,402325.2,538.6,5.2,1.4,4.6,0.6,0,1.4,0,1.1,0.3,0.3,1.3,1.3,0.9,4.1,2.2,2.5,0.6,0.5,0,0.9,6.6,69389
CRS3035RES200mN2533800E3918200,0,CRS3035RES1000mN2533000E3918000,0,CRS3035RES1000mN2533000E3918000,598990,120,23,2,45,6,3351627.7,4749,51,4,3,52,0,0,0,0,9,1,10,8,7,30,26,9,14,6,0,5,55,"69034,69389"
CRS3035RES200mN2534000E3916200,0,CRS3035RES1000mN2534000E3916000,0,CRS3035RES1000mN2534000E3916000,600543,44.5,13,0,8,1,1199666.6,1626,20,6,6,0,1,19,0,0,1,0,0.5,1,5,10,6,7,13,1,0,5,26,"69040,69389"
CRS3035RES200mN2534000E3916400,0,CRS3035RES1000mN2534000E3916000,0,CRS3035RES1000mN2534000E3916000,600538,53,7,2,12,2,1892382.8,2083,13,7,14,0,0,6,0,0,2,1,6,6,5,13,18,2,0,0,0,2,20,"69040,69194,69389"
CRS3035RES200mN2534000E3916600,0,CRS3035RES1000mN2534000E3916000,0,CRS3035RES1000mN2534000E3916000,600528,25.5,5,1,8,2,744382.2,1045,10,3,12,1,0,0,0,0,0,0,1,5.5,0,6,7,3,2,1,0,0,13,"69194,69040,69389"
CRS3035RES200mN2534000E3917200,0,CRS3035RES1000mN2534000E3917000,0,CRS3035RES1000mN2534000E3917000,600500,25.5,5,0,4,1,908856.4,959,9,4,9,0,4,0,0,0,0,0,0,2,5.5,3,6,5,4,0,0,1,13,"69194,69389"
CRS3035RES200mN2534000E3917600,1,CRS3035RES1000mN2534000E3917000,0,CRS3035RES1000mN2534000E3917000,600496,24.5,1.2,1.1,6.8,0.4,973791.9,1367.9,1.3,7.3,0.8,1.6,4.9,1.3,0,0,0.7,0.7,1.9,2.6,2.5,2.1,5.9,3.1,4.2,0.7,0.1,0.2,8.6,69389
CRS3035RES200mN2534000E3918000,0,CRS3035RES1000mN2534000E3918000,0,CRS3035RES1000mN2534000E3918000,600582,59,12,2,6,3,1321959.9,1619,24,2,1,24,1,0,0,20,4,2,7,7,2,13,10,5,4,5,0,2,26,69389
CRS3035RES200mN2534000E3918200,0,CRS3035RES1000mN2534000E3918000,0,CRS3035RES1000mN2534000E3918000,600584,47,16,1,0,4,842394,1462,27,0,0,27,0,0,0,0,4,1,1,3,0,10,13,6,8,0,1,4,27,"69389,69034"
CRS3035RES200mN2534200E3917600,0,CRS3035RES1000mN2534000E3917000,0,CRS3035RES1000mN2534000E3917000,600502,42,1,2,12,3,1069288.4,1143,1,14,1,12,2,0,0,0,2,1,2,7,2,7,9,3,6,3,0,0,15,"69389,69194"
CRS3035RES200mN2534200E3917800,0,CRS3035RES1000mN2534000E3917000,0,CRS3035RES1000mN2534000E3917000,600505,467,88,7,112,19,15153862.6,19123,205,18,2,16,161,44,0,12,16,9.5,21,38.5,39,110,123,30,59,21,0,10,223,69389
CRS3035RES200mN2534200E3918000,0,CRS3035RES1000mN2534000E3918000,0,CRS3035RES1000mN2534000E3918000,600595,175,30,1,65,7,5927745.7,7388,88,0,0,0,88,0,0,0,9,5,4,7,5,36,28,20,45,16,0,1,88,69389
CRS3035RES200mN2534200E3918200,0,CRS3035RES1000mN2534000E3918000,0,CRS3035RES1000mN2534000E3918000,600586,50,19,1,3,4,851259.4,1650,28,1,0,28,1,0,0,25,1,2,6,3,3,7,8,9,6,5,0,7,29,69389
CRS3035RES200mN2534200E3918400,0,CRS3035RES1000mN2534000E3918000,0,CRS3035RES1000mN2534000E3918000,600592,187,15,13,7,12,3202195.1,4605,58,4,3,54,1,4,0,54,24,14,18,20,9,38,35,12,13,4,0,25,62,"69389,69034"
CRS3035RES200mN2534200E3918600,1,CRS3035RES1000mN2534000E3918000,0,CRS3035RES1000mN2534000E3918000,600580,11,1.5,0,3.7,0.7,314032.8,446.3,3.3,1.9,3.9,0.6,0,0.7,0,0,0.5,0,0.4,0.9,0.6,2.8,2,1.7,1.9,0.2,0,0.6,5.2,"69389,69034"
CRS3035RES200mN2534200E3918800,0,CRS3035RES1000mN2534000E3918000,0,CRS3035RES1000mN2534000E3918000,600585,74,10,2,12,4,1933056.1,2325,26,3,15,3,5,6,0,3,4,1,7,9,9,18,18,4,2,2,0,5,29,"69034,69389"
CRS3035RES200mN2534200E3919000,0,CRS3035RES1000mN2534000E3919000,0,CRS3035RES1000mN2534000E3919000,600607,48.5,13,1,13,5,1213829.6,1911,27,1,27,1,0,0,0,0,1,1,3,2,2.5,20,11,4,2,2,0,1,28,"69034,69389"
CRS3035RES200mN2534400E3917600,1,CRS3035RES1000mN2534000E3917000,0,CRS3035RES1000mN2534000E3917000,600496,4,0.2,0.2,1.1,0.1,158986.4,223.3,0.2,1.2,0.1,0.3,0.8,0.2,0,0,0.1,0.1,0.3,0.4,0.4,0.4,1,0.5,0.7,0.1,0,0,1.4,"69194,69389"
CRS3035RES200mN2534400E3917800,1,CRS3035RES1000mN2534000E3917000,0,CRS3035RES1000mN2534000E3917000,600496,23.5,1.1,1,6.5,0.4,934045.3,1312,1.2,7.1,0.8,1.6,4.7,1.2,0,0,0.7,0.7,1.8,2.5,2.4,2,5.6,3,4,0.7,0.1,0.2,8.3,"69389,69194"
CRS3035RES200mN2534400E3918000,0,CRS3035RES1000mN2534000E3918000,0,CRS3035RES1000mN2534000E3918000,600594,159,34,2,60,10,4690151.4,6466,64,14,14,5,55,4,0,0,9,4,5,7.5,14.5,29,34,22,24,10,0,2,78,69389
CRS3035RES200mN2534400E3918200,0,CRS3035RES1000mN2534000E3918000,0,CRS3035RES1000mN2534000E3918000,600591,110.5,10,2,34,2,3672923.9,5583,10,37,17,6,4,20,0,0,1,0,4,8,11.5,22,20,16,25,3,0,1,47,69389
CRS3035RES200mN2534400E3918400,0,CRS3035RES1000mN2534000E3918000,0,CRS3035RES1000mN2534000E3918000,600589,76,18,1,9,2,1725841.3,2617,29,9,9,1,20,8,0,0,5,1,2,4,6,21,17,11,8,1,0,5,38,69389
CRS3035RES200mN2534400E3918600,0,CRS3035RES1000mN2534000E3918000,0,CRS3035RES1000mN2534000E3918000,600587,88.5,10,6,31,2,3609050.2,4805,12,23,25,3,5,2,0,0,2,1,1,11,15,4.5,22,16,10,6,0,0,35,69389
CRS3035RES200mN2534400E3918800,0,CRS3035RES1000mN2534000E3918000,0,CRS3035RES1000mN2534000E3918000,600581,42,13,0,11,2,1092341.6,2078,18,6,20,0,3,1,0,0,2,1,1,3,2,10,11,2,7,2,1,3,24,69389
CRS3035RES200mN2534400E3919000,1,CRS3035RES1000mN2534000E3919000,0,CRS3035RES1000mN2534000E3919000,600603,15,3.4,0.7,3.7,0,541199.1,953.2,4.1,2.7,5.5,1,0,0.3,0,0,1.7,0.3,1,1.4,0.3,2.1,3.4,1,2.4,1.4,0,0.7,6.8,"69389,69034"
CRS3035RES200mN2534400E3919200,1,CRS3035RES1000mN2534000E3919000,0,CRS3035RES1000mN2534000E3919000,600603,9,2,0.4,2.2,0,324719.5,571.9,2.5,1.6,3.3,0.6,0,0.2,0,0,1,0.2,0.6,0.8,0.2,1.2,2.1,0.6,1.5,0.8,0,0.4,4.1,"69389,69034"
CRS3035RES200mN2534400E3919400,1,CRS3035RES1000mN2534000E3919000,0,CRS3035RES1000mN2534000E3919000,600603,19,4.3,0.9,4.8,0,685518.9,1207.4,5.2,3.4,6.9,1.3,0,0.4,0,0,2.2,0.4,1.3,1.7,0.5,2.6,4.3,1.3,3,1.7,0,0.9,8.6,"69034,69389"
CRS3035RES200mN2534600E3917800,0,CRS3035RES1000mN2534000E3917000,0,CRS3035RES1000mN2534000E3917000,600499,32,1,0,12,1,1129416.3,1714,2,11,8,0,3,2,0,0,2,0,1,1,2,2,6,5,8,5,0,0,13,"69194,69389,69191"
CRS3035RES200mN2534600E3918000,0,CRS3035RES1000mN2534000E3918000,0,CRS3035RES1000mN2534000E3918000,600583,59.5,12,4,13,5,1899284,2356,15,12,2,2,8,15,0,0,1,1.5,4,9,5,12,13,5,7,2,0,3,27,"69389,69191"
CRS3035RES200mN2534600E3918200,0,CRS3035RES1000mN2534000E3918000,0,CRS3035RES1000mN2534000E3918000,600600,436.5,73,10,139,37,10290594.4,14047,193,4,0,196,0,1,0,0,31.5,14,24,41,32,91,71,46,61,24,1,11,197,69389
CRS3035RES200mN2534600E3918400,0,CRS3035RES1000mN2534000E3918000,0,CRS3035RES1000mN2534000E3918000,600597,231.5,23,2,71,13,7380878.6,9761,91,7,7,0,64,27,0,0,9,4,13,18.5,18,27,48,35,36,23,0,5,98,69389
CRS3035RES200mN2534600E3918600,0,CRS3035RES1000mN2534000E3918000,0,CRS3035RES1000mN2534000E3918000,600588,65,13,0,18,3,2134330.8,3233,35,0,5,0,1,29,0,0,4,0,1,2,2,16,10,13,14,3,0,5,35,69389
CRS3035RES200mN2534600E3918800,0,CRS3035RES1000mN2534000E3918000,0,CRS3035RES1000mN2534000E3918000,600590,90,17,3,20,3,2388439.5,2939,37,4,40,0,0,1,0,0,7,0,5,7,9,26,23,8,5,0,0,6,41,69389
CRS3035RES200mN2534600E3919000,0,CRS3035RES1000mN2534000E3919000,0,CRS3035RES1000mN2534000E3919000,600617,178.5,44,2,52,10,4721699.2,7265.5,72,21,80,7,0,5,1,11,13,3,5.5,13,13,45,41,26,16,3,0,14,93,69389
CRS3035RES200mN2534600E3919200,0,CRS3035RES1000mN2534000E3919000,0,CRS3035RES1000mN2534000E3919000,600614,162,29,4,34,5,4654624,6208,58,13,49,0,0,22,0,1,10,10,15,11,8,48,33,16,10,0,1,8,71,69389
CRS3035RES200mN2534600E3919400,1,CRS3035RES1000mN2534000E3919000,0,CRS3035RES1000mN2534000E3919000,600603,1,0.2,0,0.2,0,36079.9,63.5,0.3,0.2,0.4,0.1,0,0,0,0,0.1,0,0.1,0.1,0,0.1,0.2,0.1,0.2,0.1,0,0,0.5,"69389,69034"
CRS3035RES200mN2534600E3919600,0,CRS3035RES1000mN2534000E3919000,0,CRS3035RES1000mN2534000E3919000,600609,64,15,4,21,2,1740577.8,2800,26,5,27,0,2,2,0,0,1,0,3,10,6,12,20,4,5,3,0,3,31,"69034,69389"
CRS3035RES200mN2534800E3918000,0,CRS3035RES1000mN2534000E3918000,0,CRS3035RES1000mN2534000E3918000,600596,201,30,5,76,9,6494475.8,9838,77,12,11,4,71,3,0,0,7,4,9,21,15,25,38,27,41,12,2,1,89,"69191,69389"
CRS3035RES200mN2534800E3918200,0,CRS3035RES1000mN2534000E3918000,0,CRS3035RES1000mN2534000E3918000,600593,202,13,8,6,14,5454842.7,7569,66,6,1,1,66,4,0,0,2,6,14,22,26,24,47,27,25,8,1,5,72,69389
CRS3035RES200mN2534800E3918400,0,CRS3035RES1000mN2534000E3918000,0,CRS3035RES1000mN2534000E3918000,600599,305,73,9,111,18,8719034.9,11871,149,6,5,1,128,21,0,0,7,7.5,18.5,30,14,52,57,48,48,23,0,7,155,69389
CRS3035RES200mN2534800E3918600,0,CRS3035RES1000mN2534000E3918000,0,CRS3035RES1000mN2534000E3918000,600601,424,79,6,167,27,12247929.5,17433,207,2,1,0,206,2,0,0,6.5,7.5,21,27,32,55,93,74,84,23,1,9,209,69389
CRS3035RES200mN2534800E3918800,0,CRS3035RES1000mN2534000E3918000,0,CRS3035RES1000mN2534000E3918000,600602,495.5,68,9,164,28,14051382.2,19227,220,1,4,0,217,0,0,18,27.5,15.5,35,36,26.5,74,91,73,94,23,0,18,221,69389
CRS3035RES200mN2534800E3919000,0,CRS3035RES1000mN2534000E3919000,0,CRS3035RES1000mN2534000E3919000,600612,100.5,13,6,30,6,3007939.1,3921,30,8,6,0,0,32,0,0,2,3,11.5,13,9,14,23,14,9,2,0,1,38,69389
CRS3035RES200mN2534800E3919200,0,CRS3035RES1000mN2534000E3919000,0,CRS3035RES1000mN2534000E3919000,600611,74.5,12,2,16,5,2032629,3092,19,16,5,7,7,16,0,16,2,2,3,2.5,9,12,15,14,9,6,0,6,35,69389
CRS3035RES200mN2534800E3919400,0,CRS3035RES1000mN2534000E3919000,0,CRS3035RES1000mN2534000E3919000,600610,97,5,6,27,4,3014311.1,3434,7,24,15,2,1,13,0,0,5,2,6,10,16,12,19,16,7,4,0,3,31,69389
CRS3035RES200mN2535000E3918000,0,CRS3035RES1000mN2535000E3918000,0,CRS3035RES1000mN2535000E3918000,600557,47,3,2,15,1,1881147.4,2771,0,17,6,4,3,4,0,0,0,0,3,3,5,7,7,10,9,3,0,1,17,"69191,69389"
CRS3035RES200mN2535000E3918200,0,CRS3035RES1000mN2535000E3918000,0,CRS3035RES1000mN2535000E3918000,600556,33,6,0,10,2,1065484.3,2633,4,12,6,6,4,0,0,0,0,0,0.5,2.5,5,4,7,5,6,3,0,3,16,"69191,69389"
CRS3035RES200mN2535000E3918400,1,CRS3035RES1000mN2535000E3918000,0,CRS3035RES1000mN2535000E3918000,600548,31,2,1.2,8.9,0.8,1198492,2144.4,0.8,10.4,3.5,1.2,2.8,3.7,0,0,0.8,0.5,1.5,2.8,3.8,2.6,6.3,4.9,5.8,2,0,0.5,11.2,"69389,69191"
CRS3035RES200mN2535000E3918600,0,CRS3035RES1000mN2535000E3918000,0,CRS3035RES1000mN2535000E3918000,600558,57,2,3,18,0,2339248.3,2991,3,17,2,1,4,13,0,0,5,0,1.5,5.5,6,11,10,13,4,1,0,2,20,69389
